period,b,a,delta_mass
18,21.59020434374498,0.21257574666139822,0.0
18,21.59020434374498,0.3792225572535164,0.0
18,21.59020434374498,0.6059052855974003,0.0
18,21.59020434374498,0.9142523769509592,0.0
18,21.59020434374498,1.333684106226619,0.0
18,21.59020434374498,1.9042196502815902,0.0
18,21.59020434374498,2.6802954316542698,0.0
18,21.59020434374498,3.7359590528066504,0.0
18,21.59020434374498,5.171934388943833,0.0
18,21.59020434374498,7.125231940055185,0.0
18,21.59020434374498,9.782221393259215,0.0
18,21.59020434374498,13.396413685888078,0.0
18,21.59020434374498,18.312649206637353,0.0
18,21.59020434374498,25.0,0.0
18,21.59020434374498,47.15592934036566,0.0
18,21.59020434374498,79.08071848043826,0.0
18,21.59020434374498,125.08159463331742,0.0
18,21.59020434374498,191.36490186357162,0.0
18,21.59020434374498,286.87344832644783,0.0
18,21.59020434374498,424.49305164171244,0.0
18,21.59020434374498,622.7910670346317,0.0
18,21.59020434374498,908.5214569027802,0.0
18,21.59020434374498,1320.234380667721,0.0
18,21.59020434374498,1913.4773033869203,0.0
