environment_name,environment_label,scenario_name,scenario_label,input_mode,evaluation_seed,policy_name,policy_label,cumulative_loss,mean_loss,policy_volatility,corner_share,unstable
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,909,retuned_simple_rule,Filter + retuned simple rule,0.0006936396528483252,1.156066088080542e-05,0.0002592999671712066,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,900,fixed_classical_rule,Filter + fixed rule,0.003811500227868532,6.352500379780887e-05,0.001856201337530297,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,901,fixed_classical_rule,Filter + fixed rule,0.015769205791746385,0.0002628200965291064,0.004256232474580957,0.5,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,902,fixed_classical_rule,Filter + fixed rule,0.01203393844525693,0.00020056564075428217,0.0028084917601607726,0.21666666666666667,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,903,fixed_classical_rule,Filter + fixed rule,0.001394138636822065,2.3235643947034415e-05,0.0017118795057327277,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,904,fixed_classical_rule,Filter + fixed rule,0.001876169071585326,3.12694845264221e-05,0.001040714484740281,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,905,fixed_classical_rule,Filter + fixed rule,0.012631062990216246,0.0002105177165036041,0.003218665408644771,0.25,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,906,fixed_classical_rule,Filter + fixed rule,0.012544520384113866,0.0002090753397352311,0.003520092245938715,0.2,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,907,fixed_classical_rule,Filter + fixed rule,0.003785672481932957,6.309454136554929e-05,0.002780199019077008,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,908,fixed_classical_rule,Filter + fixed rule,0.008798980996803936,0.0001466496832800656,0.004480697351938605,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,909,fixed_classical_rule,Filter + fixed rule,0.013887977040440385,0.00023146628400733975,0.00258424074663845,0.21666666666666667,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,900,learned_policy,Learned policy (belief_state),0.0007750679659682394,1.2917799432803989e-05,0.0005042929431393174,0.0,0
baseline_environment,Baseline regime environment,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,belief_state,901,learned_policy,Learned policy (belief_state),0.012914724827967926,0.00021524541379946543,0.0038185584738013325,0.16666666666666666,0
