t,innovation_x,standardized_innovation_x,innovation_pi,standardized_innovation_pi,innovation_i,standardized_innovation_i
201,0.02042100875231105,1.0562222171206714,0.0016411846880063888,1.1163055806415998,0.014112198645712967,0.6684467197225245
202,0.03283562529383596,1.6983351493091192,-0.0148774583233333,0.405580091225987,-0.017329899597949984,-2.784703532709008
203,-0.017245436759401447,-0.8919742246899496,0.04004690794502437,2.343662029291927,0.0503260479186433,0.047677835234040684
204,-0.0404169402494044,-2.090458446849667,0.038906641585949496,1.1342670095023832,0.03441810809012666,-0.9574622752761736
205,-0.0050832281219324,-0.26291641819457,0.004213852410196214,0.08876571767369097,-0.008348719432088432,-3.192620749781894
206,-0.028434727167461177,-1.470710430435438,0.015014376905294013,-0.18220071953289638,0.007074165462104376,-0.48194055841799355
207,-0.0028943738174973498,-0.14970376673224328,-0.00458739856805461,-0.5036328652702319,-0.008033072626701696,-0.025315855948293366
208,-0.02003550105758534,-1.036282859717762,0.02219145669977424,0.7926698498753545,0.031232094823944633,2.144453861531983
209,-0.03500263951401324,-1.810418180658324,0.03165845916771063,0.8208115596149658,0.03243318322003723,0.6340512918159806
210,-0.011785738411113428,-0.6095858880419754,0.008307776116463564,0.08982382856607768,0.0032304301195064597,-0.9132422227587955
211,-0.004620716590384159,-0.23899424269281003,0.014721335255723668,0.9445337159885435,0.01900106566967972,-0.05412499446585914
212,0.03280136387288127,1.6965630686816928,-0.011482632041296915,0.6731966990683774,0.0029689137234530927,1.262143475223018
213,-0.0139254718127844,-0.7202578918088952,0.008412036340842954,-0.005234119862753063,0.007018997330545288,0.29546345692753057
214,0.009022324059906231,0.4666556504490441,0.011679106882961128,1.3620520820729707,0.02758306257795657,1.742300986715287
215,-0.01408095795207908,-0.7282999976994171,0.02256320173988095,1.109700679152037,0.03168273357626311,1.4173434867412562
216,-0.04079647957361371,-2.1100891062046054,0.025119024819492655,0.02233182339938047,0.02075893084578706,0.7366650698347125
217,0.016400479457241726,0.8482710616442728,0.000648608149049882,0.8434250663235974,0.012044158109686613,0.9777606393109518
218,0.007368426277265271,0.3811121984060934,-0.0031627087755533023,0.10496113157674684,-0.0010778602452527555,0.04674522146884372
