scenario,scenario_label,period,component,component_label,value
high_phi_pi,Сильная реакция на инфляцию,0,labor_income_channel,Канал трудового дохода,-0.12140294809568465
high_phi_pi,Сильная реакция на инфляцию,1,labor_income_channel,Канал трудового дохода,-0.1288277716702582
high_phi_pi,Сильная реакция на инфляцию,2,labor_income_channel,Канал трудового дохода,-0.09074180882934692
high_phi_pi,Сильная реакция на инфляцию,3,labor_income_channel,Канал трудового дохода,-0.06894942582623205
high_phi_pi,Сильная реакция на инфляцию,4,labor_income_channel,Канал трудового дохода,-0.05593009884105416
high_phi_pi,Сильная реакция на инфляцию,5,labor_income_channel,Канал трудового дохода,-0.04769497490914528
high_phi_pi,Сильная реакция на инфляцию,6,labor_income_channel,Канал трудового дохода,-0.04212628017702867
high_phi_pi,Сильная реакция на инфляцию,7,labor_income_channel,Канал трудового дохода,-0.03808853107358631
high_phi_pi,Сильная реакция на инфляцию,8,labor_income_channel,Канал трудового дохода,-0.034966009417892845
high_phi_pi,Сильная реакция на инфляцию,9,labor_income_channel,Канал трудового дохода,-0.03241898509616896
high_phi_pi,Сильная реакция на инфляцию,10,labor_income_channel,Канал трудового дохода,-0.03025536645181613
high_phi_pi,Сильная реакция на инфляцию,11,labor_income_channel,Канал трудового дохода,-0.02836299545545669
high_phi_pi,Сильная реакция на инфляцию,12,labor_income_channel,Канал трудового дохода,-0.02667378844793509
high_phi_pi,Сильная реакция на инфляцию,13,labor_income_channel,Канал трудового дохода,-0.02514458108003502
high_phi_pi,Сильная реакция на инфляцию,14,labor_income_channel,Канал трудового дохода,-0.02374673420267368
high_phi_pi,Сильная реакция на инфляцию,15,labor_income_channel,Канал трудового дохода,-0.02246035723033037
high_phi_pi,Сильная реакция на инфляцию,16,labor_income_channel,Канал трудового дохода,-0.021270999245948698
high_phi_pi,Сильная реакция на инфляцию,17,labor_income_channel,Канал трудового дохода,-0.02016769210920235
high_phi_pi,Сильная реакция на инфляцию,18,labor_income_channel,Канал трудового дохода,-0.01914175978213451
high_phi_pi,Сильная реакция на инфляцию,19,labor_income_channel,Канал трудового дохода,-0.01818607816787268
high_phi_pi,Сильная реакция на инфляцию,20,labor_income_channel,Канал трудового дохода,-0.017294608575292594
high_phi_pi,Сильная реакция на инфляцию,21,labor_income_channel,Канал трудового дохода,-0.01646210115061071
high_phi_pi,Сильная реакция на инфляцию,22,labor_income_channel,Канал трудового дохода,-0.015683905049852218
high_phi_pi,Сильная реакция на инфляцию,23,labor_income_channel,Канал трудового дохода,-0.014955845731235392
high_phi_pi,Сильная реакция на инфляцию,24,labor_income_channel,Канал трудового дохода,-0.014274144156539149
high_phi_pi,Сильная реакция на инфляцию,25,labor_income_channel,Канал трудового дохода,-0.013635361918109894
high_phi_pi,Сильная реакция на инфляцию,26,labor_income_channel,Канал трудового дохода,-0.01303636220161468
high_phi_pi,Сильная реакция на инфляцию,27,labor_income_channel,Канал трудового дохода,-0.012474280303051226
high_phi_pi,Сильная реакция на инфляцию,28,labor_income_channel,Канал трудового дохода,-0.011946499839076433
high_phi_pi,Сильная реакция на инфляцию,29,labor_income_channel,Канал трудового дохода,-0.011450632230183052
high_phi_pi,Сильная реакция на инфляцию,30,labor_income_channel,Канал трудового дохода,-0.01098449790356107
high_phi_pi,Сильная реакция на инфляцию,31,labor_income_channel,Канал трудового дохода,-0.01054610806276508
high_phi_pi,Сильная реакция на инфляцию,32,labor_income_channel,Канал трудового дохода,-0.010133646111467604
high_phi_pi,Сильная реакция на инфляцию,33,labor_income_channel,Канал трудового дохода,-0.00974544783625127
high_phi_pi,Сильная реакция на инфляцию,34,labor_income_channel,Канал трудового дохода,-0.009379979558341163
high_phi_pi,Сильная реакция на инфляцию,35,labor_income_channel,Канал трудового дохода,-0.009035813532086398
high_phi_pi,Сильная реакция на инфляцию,36,labor_income_channel,Канал трудового дохода,-0.008711600194405235
high_phi_pi,Сильная реакция на инфляцию,37,labor_income_channel,Канал трудового дохода,-0.008406037385313385
high_phi_pi,Сильная реакция на инфляцию,38,labor_income_channel,Канал трудового дохода,-0.008117837539672238
high_phi_pi,Сильная реакция на инфляцию,39,labor_income_channel,Канал трудового дохода,-0.00784569517352688
high_phi_pi,Сильная реакция на инфляцию,40,labor_income_channel,Канал трудового дохода,-0.007588258740973254
high_phi_pi,Сильная реакция на инфляцию,41,labor_income_channel,Канал трудового дохода,-0.00734411315831602
high_phi_pi,Сильная реакция на инфляцию,42,labor_income_channel,Канал трудового дохода,-0.00711178183738795
high_phi_pi,Сильная реакция на инфляцию,43,labor_income_channel,Канал трудового дохода,-0.006889759667162237
high_phi_pi,Сильная реакция на инфляцию,44,labor_income_channel,Канал трудового дохода,-0.006676590548514543
high_phi_pi,Сильная реакция на инфляцию,45,labor_income_channel,Канал трудового дохода,-0.006471004129616035
high_phi_pi,Сильная реакция на инфляцию,46,labor_income_channel,Канал трудового дохода,-0.006272125193224855
high_phi_pi,Сильная реакция на инфляцию,47,labor_income_channel,Канал трудового дохода,-0.00607976443298001
high_phi_pi,Сильная реакция на инфляцию,48,labor_income_channel,Канал трудового дохода,-0.005894789392201735
high_phi_pi,Сильная реакция на инфляцию,49,labor_income_channel,Канал трудового дохода,-0.005719557196931846
high_phi_pi,Сильная реакция на инфляцию,50,labor_income_channel,Канал трудового дохода,-0.005558364439197823
high_phi_pi,Сильная реакция на инфляцию,51,labor_income_channel,Канал трудового дохода,-0.005417832161424964
high_phi_pi,Сильная реакция на инфляцию,52,labor_income_channel,Канал трудового дохода,-0.005307094114705617
high_phi_pi,Сильная реакция на инфляцию,53,labor_income_channel,Канал трудового дохода,-0.005237594115903831
high_phi_pi,Сильная реакция на инфляцию,54,labor_income_channel,Канал трудового дохода,-0.00522222573782458
high_phi_pi,Сильная реакция на инфляцию,55,labor_income_channel,Канал трудового дохода,-0.005273471367252697
high_phi_pi,Сильная реакция на инфляцию,56,labor_income_channel,Канал трудового дохода,-0.00540013155230253
high_phi_pi,Сильная реакция на инфляцию,57,labor_income_channel,Канал трудового дохода,-0.005602201600135217
high_phi_pi,Сильная реакция на инфляцию,58,labor_income_channel,Канал трудового дохода,-0.005863466186469604
high_phi_pi,Сильная реакция на инфляцию,59,labor_income_channel,Канал трудового дохода,-0.006141525474041744
high_phi_pi,Сильная реакция на инфляцию,0,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,7.217277329844749e-05
high_phi_pi,Сильная реакция на инфляцию,1,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,0.00010361065291021512
high_phi_pi,Сильная реакция на инфляцию,2,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,4.863665571910113e-05
high_phi_pi,Сильная реакция на инфляцию,3,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,2.5027080245029235e-05
high_phi_pi,Сильная реакция на инфляцию,4,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,1.5816143976473473e-05
high_phi_pi,Сильная реакция на инфляцию,5,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,9.715035862022395e-06
high_phi_pi,Сильная реакция на инфляцию,6,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,4.939405236492069e-06
high_phi_pi,Сильная реакция на инфляцию,7,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,8.380558313092314e-07
high_phi_pi,Сильная реакция на инфляцию,8,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.904563243904354e-06
high_phi_pi,Сильная реакция на инфляцию,9,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.4397865452293405e-06
high_phi_pi,Сильная реакция на инфляцию,10,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.788167654167394e-06
high_phi_pi,Сильная реакция на инфляцию,11,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.288400234789143e-05
high_phi_pi,Сильная реакция на инфляцию,12,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.5635305206704282e-05
high_phi_pi,Сильная реакция на инфляцию,13,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.7971351391843264e-05
high_phi_pi,Сильная реакция на инфляцию,14,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.9865348199086985e-05
high_phi_pi,Сильная реакция на инфляцию,15,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.1335324860432817e-05
high_phi_pi,Сильная реакция на инфляцию,16,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.24322873177535e-05
high_phi_pi,Сильная реакция на инфляцию,17,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.322419208861068e-05
high_phi_pi,Сильная реакция на инфляцию,18,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.3781394150432685e-05
high_phi_pi,Сильная реакция на инфляцию,19,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4166248214351883e-05
high_phi_pi,Сильная реакция на инфляцию,20,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4427418251314288e-05
high_phi_pi,Сильная реакция на инфляцию,21,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.459821605148234e-05
high_phi_pi,Сильная реакция на инфляцию,22,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4697814223347363e-05
high_phi_pi,Сильная реакция на инфляцию,23,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.473411068735089e-05
high_phi_pi,Сильная реакция на инфляцию,24,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4707235811896495e-05
high_phi_pi,Сильная реакция на инфляцию,25,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4612969126708436e-05
high_phi_pi,Сильная реакция на инфляцию,26,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4445619835102377e-05
high_phi_pi,Сильная реакция на инфляцию,27,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4200170730653738e-05
high_phi_pi,Сильная реакция на инфляцию,28,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.387365198804279e-05
high_phi_pi,Сильная реакция на инфляцию,29,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.3465829884280453e-05
high_phi_pi,Сильная реакция на инфляцию,30,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.2979349715726418e-05
high_phi_pi,Сильная реакция на инфляцию,31,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.2419492814948805e-05
high_phi_pi,Сильная реакция на инфляцию,32,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.1793693429065216e-05
high_phi_pi,Сильная реакция на инфляцию,33,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.1110943467537934e-05
high_phi_pi,Сильная реакция на инфляцию,34,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.0381178487571206e-05
high_phi_pi,Сильная реакция на инфляцию,35,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.9614707781230965e-05
high_phi_pi,Сильная реакция на инфляцию,36,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.8821733029152523e-05
high_phi_pi,Сильная реакция на инфляцию,37,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.801196562832161e-05
high_phi_pi,Сильная реакция на инфляцию,38,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.719435066290421e-05
high_phi_pi,Сильная реакция на инфляцию,39,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.637688589754323e-05
high_phi_pi,Сильная реакция на инфляцию,40,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.556652683559014e-05
high_phi_pi,Сильная реакция на инфляцию,41,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.4769157163284594e-05
high_phi_pi,Сильная реакция на инфляцию,42,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.3989611264631938e-05
high_phi_pi,Сильная реакция на инфляцию,43,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.323173531015684e-05
high_phi_pi,Сильная реакция на инфляцию,44,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.249847249467876e-05
high_phi_pi,Сильная реакция на инфляцию,45,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.1791964152514484e-05
high_phi_pi,Сильная реакция на инфляцию,46,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.111366077841974e-05
high_phi_pi,Сильная реакция на инфляцию,47,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.0464436720311952e-05
high_phi_pi,Сильная реакция на инфляцию,48,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.844706385089566e-06
high_phi_pi,Сильная реакция на инфляцию,49,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.254540081308202e-06
high_phi_pi,Сильная реакция на инфляцию,50,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.69377171130977e-06
high_phi_pi,Сильная реакция на инфляцию,51,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.162094136657878e-06
high_phi_pi,Сильная реакция на инфляцию,52,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.659121638765726e-06
high_phi_pi,Сильная реакция на инфляцию,53,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.184388204053299e-06
high_phi_pi,Сильная реакция на инфляцию,54,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.737240981771668e-06
high_phi_pi,Сильная реакция на инфляцию,55,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.316563185577894e-06
high_phi_pi,Сильная реакция на инфляцию,56,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.920287743936617e-06
high_phi_pi,Сильная реакция на инфляцию,57,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.544721127508779e-06
high_phi_pi,Сильная реакция на инфляцию,58,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.183874318356327e-06
high_phi_pi,Сильная реакция на инфляцию,59,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-4.829208710585511e-06
high_phi_pi,Сильная реакция на инфляцию,0,general_equilibrium_total,Полный отклик,-0.1724581838762791
high_phi_pi,Сильная реакция на инфляцию,1,general_equilibrium_total,Полный отклик,-0.13140216924562836
high_phi_pi,Сильная реакция на инфляцию,2,general_equilibrium_total,Полный отклик,-0.07318708020403271
high_phi_pi,Сильная реакция на инфляцию,3,general_equilibrium_total,Полный отклик,-0.041911134537143624
high_phi_pi,Сильная реакция на инфляцию,4,general_equilibrium_total,Полный отклик,-0.02488496896072713
high_phi_pi,Сильная реакция на инфляцию,5,general_equilibrium_total,Полный отклик,-0.015404672502430765
high_phi_pi,Сильная реакция на инфляцию,6,general_equilibrium_total,Полный отклик,-0.009962772950695932
high_phi_pi,Сильная реакция на инфляцию,7,general_equilibrium_total,Полный отклик,-0.0067038464725545435
high_phi_pi,Сильная реакция на инфляцию,8,general_equilibrium_total,Полный отклик,-0.004643098165168104
high_phi_pi,Сильная реакция на инфляцию,9,general_equilibrium_total,Полный отклик,-0.003254487182422263
high_phi_pi,Сильная реакция на инфляцию,10,general_equilibrium_total,Полный отклик,-0.002254312016917484
high_phi_pi,Сильная реакция на инфляцию,11,general_equilibrium_total,Полный отклик,-0.0014875377214821702
high_phi_pi,Сильная реакция на инфляцию,12,general_equilibrium_total,Полный отклик,-0.0008680169954317357
high_phi_pi,Сильная реакция на инфляцию,13,general_equilibrium_total,Полный отклик,-0.0003469056080822034
high_phi_pi,Сильная реакция на инфляцию,14,general_equilibrium_total,Полный отклик,0.00010417310202792346
high_phi_pi,Сильная реакция на инфляцию,15,general_equilibrium_total,Полный отклик,0.0005022133856772244
high_phi_pi,Сильная реакция на инфляцию,16,general_equilibrium_total,Полный отклик,0.0008577998959788651
high_phi_pi,Сильная реакция на инфляцию,17,general_equilibrium_total,Полный отклик,0.0011778668380575355
high_phi_pi,Сильная реакция на инфляцию,18,general_equilibrium_total,Полный отклик,0.0014672447354442482
high_phi_pi,Сильная реакция на инфляцию,19,general_equilibrium_total,Полный отклик,0.0017295317710874832
high_phi_pi,Сильная реакция на инфляцию,20,general_equilibrium_total,Полный отклик,0.0019675837475834133
high_phi_pi,Сильная реакция на инфляцию,21,general_equilibrium_total,Полный отклик,0.00218378727928994
high_phi_pi,Сильная реакция на инфляцию,22,general_equilibrium_total,Полный отклик,0.002380210040257491
high_phi_pi,Сильная реакция на инфляцию,23,general_equilibrium_total,Полный отклик,0.002558682101644932
high_phi_pi,Сильная реакция на инфляцию,24,general_equilibrium_total,Полный отклик,0.0027208395220153234
high_phi_pi,Сильная реакция на инфляцию,25,general_equilibrium_total,Полный отклик,0.002868147919646023
high_phi_pi,Сильная реакция на инфляцию,26,general_equilibrium_total,Полный отклик,0.003001915922827735
high_phi_pi,Сильная реакция на инфляцию,27,general_equilibrium_total,Полный отклик,0.0031233038458797512
high_phi_pi,Сильная реакция на инфляцию,28,general_equilibrium_total,Полный отклик,0.0032333304216228603
high_phi_pi,Сильная реакция на инфляцию,29,general_equilibrium_total,Полный отклик,0.0033328791798683545
high_phi_pi,Сильная реакция на инфляцию,30,general_equilibrium_total,Полный отклик,0.003422705582879003
high_phi_pi,Сильная реакция на инфляцию,31,general_equilibrium_total,Полный отклик,0.003503446090936057
high_phi_pi,Сильная реакция на инфляцию,32,general_equilibrium_total,Полный отклик,0.00357563062730979
high_phi_pi,Сильная реакция на инфляцию,33,general_equilibrium_total,Полный отклик,0.0036397004346958584
high_phi_pi,Сильная реакция на инфляцию,34,general_equilibrium_total,Полный отклик,0.003696033748268389
high_phi_pi,Сильная реакция на инфляцию,35,general_equilibrium_total,Полный отклик,0.0037449820833680195
high_phi_pi,Сильная реакция на инфляцию,36,general_equilibrium_total,Полный отклик,0.003786919857404217
high_phi_pi,Сильная реакция на инфляцию,37,general_equilibrium_total,Полный отклик,0.0038223094550268013
high_phi_pi,Сильная реакция на инфляцию,38,general_equilibrium_total,Полный отклик,0.00385178231150302
high_phi_pi,Сильная реакция на инфляцию,39,general_equilibrium_total,Полный отклик,0.0038762338238406717
high_phi_pi,Сильная реакция на инфляцию,40,general_equilibrium_total,Полный отклик,0.003896925618062382
high_phi_pi,Сильная реакция на инфляцию,41,general_equilibrium_total,Полный отклик,0.003915582627304985
high_phi_pi,Сильная реакция на инфляцию,42,general_equilibrium_total,Полный отклик,0.0039344644798182645
high_phi_pi,Сильная реакция на инфляцию,43,general_equilibrium_total,Полный отклик,0.003956381112992153
high_phi_pi,Сильная реакция на инфляцию,44,general_equilibrium_total,Полный отклик,0.003984612024051205
high_phi_pi,Сильная реакция на инфляцию,45,general_equilibrium_total,Полный отклик,0.00402267849712627
high_phi_pi,Сильная реакция на инфляцию,46,general_equilibrium_total,Полный отклик,0.0040739109071740555
high_phi_pi,Сильная реакция на инфляцию,47,general_equilibrium_total,Полный отклик,0.0041407521895185226
high_phi_pi,Сильная реакция на инфляцию,48,general_equilibrium_total,Полный отклик,0.004223748570279236
high_phi_pi,Сильная реакция на инфляцию,49,general_equilibrium_total,Полный отклик,0.0043202058712598366
high_phi_pi,Сильная реакция на инфляцию,50,general_equilibrium_total,Полный отклик,0.00442254145519194
high_phi_pi,Сильная реакция на инфляцию,51,general_equilibrium_total,Полный отклик,0.004516446549308891
high_phi_pi,Сильная реакция на инфляцию,52,general_equilibrium_total,Полный отклик,0.004579099559629546
high_phi_pi,Сильная реакция на инфляцию,53,general_equilibrium_total,Полный отклик,0.004577845140788675
high_phi_pi,Сильная реакция на инфляцию,54,general_equilibrium_total,Полный отклик,0.00446997947015734
high_phi_pi,Сильная реакция на инфляцию,55,general_equilibrium_total,Полный отклик,0.004204555135163086
high_phi_pi,Сильная реакция на инфляцию,56,general_equilibrium_total,Полный отклик,0.0037274216409382372
high_phi_pi,Сильная реакция на инфляцию,57,general_equilibrium_total,Полный отклик,0.0029910122739268867
high_phi_pi,Сильная реакция на инфляцию,58,general_equilibrium_total,Полный отклик,0.0019706238309415143
high_phi_pi,Сильная реакция на инфляцию,59,general_equilibrium_total,Полный отклик,0.0006889396885223574
high_rho_i,Высокая инерция ставки,0,household_total,Отклик household-блока,-0.5616227267859898
high_rho_i,Высокая инерция ставки,1,household_total,Отклик household-блока,-0.4295545524707272
high_rho_i,Высокая инерция ставки,2,household_total,Отклик household-блока,-0.3023211246462202
high_rho_i,Высокая инерция ставки,3,household_total,Отклик household-блока,-0.210127325319207
high_rho_i,Высокая инерция ставки,4,household_total,Отклик household-блока,-0.14500037516497255
high_rho_i,Высокая инерция ставки,5,household_total,Отклик household-блока,-0.09989656662358112
high_rho_i,Высокая инерция ставки,6,household_total,Отклик household-блока,-0.06908860635804931
high_rho_i,Высокая инерция ставки,7,household_total,Отклик household-блока,-0.048177529949779
high_rho_i,Высокая инерция ставки,8,household_total,Отклик household-блока,-0.03397569200344126
high_rho_i,Высокая инерция ставки,9,household_total,Отклик household-блока,-0.024250147340564847
high_rho_i,Высокая инерция ставки,10,household_total,Отклик household-блока,-0.017473341007620418
high_rho_i,Высокая инерция ставки,11,household_total,Отклик household-блока,-0.012624489396067586
high_rho_i,Высокая инерция ставки,12,household_total,Отклик household-блока,-0.009034021415301574
high_rho_i,Высокая инерция ставки,13,household_total,Отклик household-блока,-0.006269307844909668
high_rho_i,Высокая инерция ставки,14,household_total,Отклик household-блока,-0.004054102502287748
high_rho_i,Высокая инерция ставки,15,household_total,Отклик household-блока,-0.002213509805159312
high_rho_i,Высокая инерция ставки,16,household_total,Отклик household-блока,-0.0006372979715993719
high_rho_i,Высокая инерция ставки,17,household_total,Отклик household-блока,0.0007440761812937848
high_rho_i,Высокая инерция ставки,18,household_total,Отклик household-блока,0.0019748705852789252
high_rho_i,Высокая инерция ставки,19,household_total,Отклик household-блока,0.0030838023269468716
high_rho_i,Высокая инерция ставки,20,household_total,Отклик household-блока,0.004090121039213769
high_rho_i,Высокая инерция ставки,21,household_total,Отклик household-блока,0.005007337435948376
high_rho_i,Высокая инерция ставки,22,household_total,Отклик household-блока,0.005845476030676285
high_rho_i,Высокая инерция ставки,23,household_total,Отклик household-блока,0.0066124130489993715
high_rho_i,Высокая инерция ставки,24,household_total,Отклик household-блока,0.007314656734775054
high_rho_i,Высокая инерция ставки,25,household_total,Отклик household-блока,0.00795779435639867
high_rho_i,Высокая инерция ставки,26,household_total,Отклик household-блока,0.008546744603865968
high_rho_i,Высокая инерция ставки,27,household_total,Отклик household-блока,0.009085899663500756
high_rho_i,Высокая инерция ставки,28,household_total,Отклик household-блока,0.009579207019790594
high_rho_i,Высокая инерция ставки,29,household_total,Отклик household-блока,0.010030219921960164
high_rho_i,Высокая инерция ставки,30,household_total,Отклик household-блока,0.0104421326003264
high_rho_i,Высокая инерция ставки,31,household_total,Отклик household-блока,0.010817808726475506
high_rho_i,Высокая инерция ставки,32,household_total,Отклик household-блока,0.011159807302688866
high_rho_i,Высокая инерция ставки,33,household_total,Отклик household-блока,0.011470407851430612
high_rho_i,Высокая инерция ставки,34,household_total,Отклик household-блока,0.011751635733347554
high_rho_i,Высокая инерция ставки,35,household_total,Отклик household-блока,0.01200528807504703
high_rho_i,Высокая инерция ставки,36,household_total,Отклик household-блока,0.012232960937291178
high_rho_i,Высокая инерция ставки,37,household_total,Отклик household-блока,0.012436078692009642
high_rho_i,Высокая инерция ставки,38,household_total,Отклик household-блока,0.012615926945889661
high_rho_i,Высокая инерция ставки,39,household_total,Отклик household-блока,0.012773690550270679
high_rho_i,Высокая инерция ставки,40,household_total,Отклик household-блока,0.01291049780265042
high_rho_i,Высокая инерция ставки,41,household_total,Отклик household-блока,0.013027470417971315
high_rho_i,Высокая инерция ставки,42,household_total,Отклик household-блока,0.013125775213438372
high_rho_i,Высокая инерция ставки,43,household_total,Отклик household-блока,0.01320666642127722
high_rho_i,Высокая инерция ставки,44,household_total,Отклик household-блока,0.013271495261571778
high_rho_i,Высокая инерция ставки,45,household_total,Отклик household-блока,0.01332164350193003
high_rho_i,Высокая инерция ставки,46,household_total,Отклик household-блока,0.013358307504180442
high_rho_i,Высокая инерция ставки,47,household_total,Отклик household-блока,0.013382016409140772
high_rho_i,Высокая инерция ставки,48,household_total,Отклик household-блока,0.013391711763267557
high_rho_i,Высокая инерция ставки,49,household_total,Отклик household-блока,0.01338314922498706
high_rho_i,Высокая инерция ставки,50,household_total,Отклик household-блока,0.013346317426072812
high_rho_i,Высокая инерция ставки,51,household_total,Отклик household-блока,0.013261530748802666
high_rho_i,Высокая инерция ставки,52,household_total,Отклик household-блока,0.013093893866515794
high_rho_i,Высокая инерция ставки,53,household_total,Отклик household-блока,0.012786048704299028
high_rho_i,Высокая инерция ставки,54,household_total,Отклик household-блока,0.012249651956973343
high_rho_i,Высокая инерция ставки,55,household_total,Отклик household-блока,0.011357125322447884
high_rho_i,Высокая инерция ставки,56,household_total,Отклик household-блока,0.009937190205554008
high_rho_i,Высокая инерция ставки,57,household_total,Отклик household-блока,0.007780925139570517
high_rho_i,Высокая инерция ставки,58,household_total,Отклик household-блока,0.004669960081071116
high_rho_i,Высокая инерция ставки,59,household_total,Отклик household-блока,0.00044493339038210403
high_rho_i,Высокая инерция ставки,0,intertemporal_financial_channel,Межвременной и финансовый канал,-0.13426523381726135
high_rho_i,Высокая инерция ставки,1,intertemporal_financial_channel,Межвременной и финансовый канал,-0.02693506084317949
high_rho_i,Высокая инерция ставки,2,intertemporal_financial_channel,Межвременной и финансовый канал,0.03231846596750338
high_rho_i,Высокая инерция ставки,3,intertemporal_financial_channel,Межвременной и финансовый канал,0.06949096865393065
high_rho_i,Высокая инерция ставки,4,intertemporal_financial_channel,Межвременной и финансовый канал,0.09146687864474196
high_rho_i,Высокая инерция ставки,5,intertemporal_financial_channel,Межвременной и финансовый канал,0.10330036795947148
high_rho_i,Высокая инерция ставки,6,intertemporal_financial_channel,Межвременной и финансовый канал,0.10858748045196845
high_rho_i,Высокая инерция ставки,7,intertemporal_financial_channel,Межвременной и финансовый канал,0.10981596990626413
high_rho_i,Высокая инерция ставки,8,intertemporal_financial_channel,Межвременной и финансовый канал,0.10862937439399675
high_rho_i,Высокая инерция ставки,9,intertemporal_financial_channel,Межвременной и финансовый канал,0.10607930466416642
high_rho_i,Высокая инерция ставки,10,intertemporal_financial_channel,Межвременной и финансовый канал,0.10282669904933028
high_rho_i,Высокая инерция ставки,11,intertemporal_financial_channel,Межвременной и финансовый канал,0.09927456203124886
high_rho_i,Высокая инерция ставки,12,intertemporal_financial_channel,Межвременной и финансовый канал,0.09566004564261549
high_rho_i,Высокая инерция ставки,13,intertemporal_financial_channel,Межвременной и финансовый канал,0.09211625165788993
high_rho_i,Высокая инерция ставки,14,intertemporal_financial_channel,Межвременной и финансовый канал,0.08871266456403124
high_rho_i,Высокая инерция ставки,15,intertemporal_financial_channel,Межвременной и финансовый канал,0.08548100661370177
high_rho_i,Высокая инерция ставки,16,intertemporal_financial_channel,Межвременной и финансовый канал,0.08243138620543375
high_rho_i,Высокая инерция ставки,17,intertemporal_financial_channel,Межвременной и финансовый канал,0.07956214329822409
high_rho_i,Высокая инерция ставки,18,intertemporal_financial_channel,Межвременной и финансовый канал,0.0768656878479141
high_rho_i,Высокая инерция ставки,19,intertemporal_financial_channel,Межвременной и финансовый канал,0.07433183866630069
high_rho_i,Высокая инерция ставки,20,intertemporal_financial_channel,Межвременной и финансовый канал,0.07194965472486374
