scenario,scenario_label,period,component,component_label,value
high_rho_i,Высокая инерция ставки,21,intertemporal_financial_channel,Межвременной и финансовый канал,0.06970837544226355
high_rho_i,Высокая инерция ставки,22,intertemporal_financial_channel,Межвременной и финансовый канал,0.06759785352727224
high_rho_i,Высокая инерция ставки,23,intertemporal_financial_channel,Межвременной и финансовый канал,0.06560871249053671
high_rho_i,Высокая инерция ставки,24,intertemporal_financial_channel,Межвременной и финансовый канал,0.06373236404716673
high_rho_i,Высокая инерция ставки,25,intertemporal_financial_channel,Межвременной и финансовый канал,0.061960961547595755
high_rho_i,Высокая инерция ставки,26,intertemporal_financial_channel,Межвременной и финансовый канал,0.060287330280780385
high_rho_i,Высокая инерция ставки,27,intertemporal_financial_channel,Межвременной и финансовый канал,0.05870489505860728
high_rho_i,Высокая инерция ставки,28,intertemporal_financial_channel,Межвременной и финансовый канал,0.057207614133981205
high_rho_i,Высокая инерция ставки,29,intertemporal_financial_channel,Межвременной и финансовый канал,0.05578992250481283
high_rho_i,Высокая инерция ставки,30,intertemporal_financial_channel,Межвременной и финансовый канал,0.05444668473332622
high_rho_i,Высокая инерция ставки,31,intertemporal_financial_channel,Межвременной и финансовый канал,0.05317315619664338
high_rho_i,Высокая инерция ставки,32,intertemporal_financial_channel,Межвременной и финансовый канал,0.05196495135775362
high_rho_i,Высокая инерция ставки,33,intertemporal_financial_channel,Межвременной и финансовый канал,0.05081801778729918
high_rho_i,Высокая инерция ставки,34,intertemporal_financial_channel,Межвременной и финансовый канал,0.04972861502829883
high_rho_i,Высокая инерция ставки,35,intertemporal_financial_channel,Межвременной и финансовый канал,0.048693297887950154
high_rho_i,Высокая инерция ставки,36,intertemporal_financial_channel,Межвременной и финансовый канал,0.04770890432008608
high_rho_i,Высокая инерция ставки,37,intertemporal_financial_channel,Межвременной и финансовый канал,0.04677254871719402
high_rho_i,Высокая инерция ставки,38,intertemporal_financial_channel,Межвременной и финансовый канал,0.04588162215737337
high_rho_i,Высокая инерция ставки,39,intertemporal_financial_channel,Межвременной и финансовый канал,0.04503380184299184
