scenario,scenario_label,period,b,a,delta_mass,steady_mass,path_mass
baseline,Базовое правило,4,50.0,9.782221393259215,0.0,2.5e-323,2.5e-323
baseline,Базовое правило,4,50.0,13.396413685888078,0.0,2.5e-323,2.5e-323
baseline,Базовое правило,4,50.0,18.312649206637353,0.0,2.5e-323,2.5e-323
baseline,Базовое правило,4,50.0,25.0,0.0,3e-323,3e-323
baseline,Базовое правило,4,50.0,47.15592934036566,0.0,3e-323,3e-323
baseline,Базовое правило,4,50.0,79.08071848043826,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,125.08159463331742,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,191.36490186357162,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,286.87344832644783,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,424.49305164171244,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,622.7910670346317,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,908.5214569027802,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,1320.234380667721,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,1913.4773033869203,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,2768.2893460551436,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,4000.0,0.0,0.0,0.0
