output,input,response_period,shock_period,value
Y,monetary_policy_shock,31,52,-0.01600641162618683
Y,monetary_policy_shock,31,53,-0.018953663133280958
Y,monetary_policy_shock,31,54,-0.021272909143779575
Y,monetary_policy_shock,31,55,-0.022862767446241383
Y,monetary_policy_shock,31,56,-0.02330752989828555
Y,monetary_policy_shock,31,57,-0.021574051133453048
Y,monetary_policy_shock,31,58,-0.0153911093186325
Y,monetary_policy_shock,31,59,0.0
Y,monetary_policy_shock,32,0,0.0708096487418032
Y,monetary_policy_shock,32,1,0.0746623989442283
Y,monetary_policy_shock,32,2,0.07697469845086562
Y,monetary_policy_shock,32,3,0.07656171804281711
Y,monetary_policy_shock,32,4,0.07344391415150113
Y,monetary_policy_shock,32,5,0.0681890649006769
Y,monetary_policy_shock,32,6,0.0615286993487173
Y,monetary_policy_shock,32,7,0.054154960614920165
Y,monetary_policy_shock,32,8,0.04663015332678345
Y,monetary_policy_shock,32,9,0.03936211938056527
Y,monetary_policy_shock,32,10,0.03261447155687963
Y,monetary_policy_shock,32,11,0.026532282102652162
Y,monetary_policy_shock,32,12,0.021171880853530594
Y,monetary_policy_shock,32,13,0.016528772555603373
Y,monetary_policy_shock,32,14,0.012561057500542573
Y,monetary_policy_shock,32,15,0.009207726744607491
Y,monetary_policy_shock,32,16,0.006402256676657287
Y,monetary_policy_shock,32,17,0.004082364811901692
Y,monetary_policy_shock,32,18,0.0021967931992569476
Y,monetary_policy_shock,32,19,0.0007095923513256912
Y,monetary_policy_shock,32,20,-0.00039858624542777845
Y,monetary_policy_shock,32,21,-0.0011347442633437984
Y,monetary_policy_shock,32,22,-0.001510250499869868
Y,monetary_policy_shock,32,23,-0.001586093223759817
Y,monetary_policy_shock,32,24,-0.0015818440923028843
Y,monetary_policy_shock,32,25,-0.002122816287977685
Y,monetary_policy_shock,32,26,-0.004779888465129548
Y,monetary_policy_shock,32,27,-0.013217575716519528
Y,monetary_policy_shock,32,28,-0.035587536648056195
Y,monetary_policy_shock,32,29,-0.08944199229074642
Y,monetary_policy_shock,32,30,-0.21169621357072607
Y,monetary_policy_shock,32,31,-0.47862368830336505
Y,monetary_policy_shock,32,32,-0.9594640398854366
Y,monetary_policy_shock,32,33,-0.5475890232124488
Y,monetary_policy_shock,32,34,-0.24520610442672078
Y,monetary_policy_shock,32,35,-0.04009197426675118
Y,monetary_policy_shock,32,36,0.08673352499090534
Y,monetary_policy_shock,32,37,0.15509938401176812
Y,monetary_policy_shock,32,38,0.18268520089367576
Y,monetary_policy_shock,32,39,0.18382875105557592
Y,monetary_policy_shock,32,40,0.1693608352023264
Y,monetary_policy_shock,32,41,0.1469669847870131
Y,monetary_policy_shock,32,42,0.12176436028685592
Y,monetary_policy_shock,32,43,0.096912909559284
Y,monetary_policy_shock,32,44,0.07416700822206641
Y,monetary_policy_shock,32,45,0.05432861690609742
Y,monetary_policy_shock,32,46,0.03759492917084153
Y,monetary_policy_shock,32,47,0.023810148778140132
Y,monetary_policy_shock,32,48,0.012638126204903706
Y,monetary_policy_shock,32,49,0.0036741385023080476
Y,monetary_policy_shock,32,50,-0.0034871455899209668
Y,monetary_policy_shock,32,51,-0.009212675505420615
Y,monetary_policy_shock,32,52,-0.013808013442895352
Y,monetary_policy_shock,32,53,-0.01749763991144075
Y,monetary_policy_shock,32,54,-0.020393141513598737
Y,monetary_policy_shock,32,55,-0.022425388857584896
Y,monetary_policy_shock,32,56,-0.02319761669918179
Y,monetary_policy_shock,32,57,-0.021676595945885002
Y,monetary_policy_shock,32,58,-0.01555974139289545
Y,monetary_policy_shock,32,59,0.0
Y,monetary_policy_shock,33,0,0.07016731066065299
Y,monetary_policy_shock,33,1,0.0740285531701271
Y,monetary_policy_shock,33,2,0.07636087369693957
Y,monetary_policy_shock,33,3,0.07598087187149949
Y,monetary_policy_shock,33,4,0.07290646040806834
Y,monetary_policy_shock,33,5,0.06770152517487027
Y,monetary_policy_shock,33,6,0.0610937600546696
Y,monetary_policy_shock,33,7,0.05377217083770698
Y,monetary_policy_shock,33,8,0.046296809124167816
Y,monetary_policy_shock,33,9,0.03907408411300974
Y,monetary_policy_shock,33,10,0.03236680736348614
Y,monetary_policy_shock,33,11,0.026319637933152718
Y,monetary_policy_shock,33,12,0.020988615120565504
Y,monetary_policy_shock,33,13,0.016368796397997924
Y,monetary_policy_shock,33,14,0.012417377617024739
Y,monetary_policy_shock,33,15,0.009071653900533718
Y,monetary_policy_shock,33,16,0.006262240033989757
Y,monetary_policy_shock,33,17,0.003922438587303576
Y,monetary_policy_shock,33,18,0.0019947371143675253
Y,monetary_policy_shock,33,19,0.0004352365931746539
Y,monetary_policy_shock,33,20,-0.0007836624316760429
Y,monetary_policy_shock,33,21,-0.0016729765419073743
Y,monetary_policy_shock,33,22,-0.002231972593639694
Y,monetary_policy_shock,33,23,-0.0024651640325344336
Y,monetary_policy_shock,33,24,-0.0024276534085246088
Y,monetary_policy_shock,33,25,-0.002334071269429207
Y,monetary_policy_shock,33,26,-0.002805647753546601
Y,monetary_policy_shock,33,27,-0.0054099237902084756
Y,monetary_policy_shock,33,28,-0.013808704824677696
Y,monetary_policy_shock,33,29,-0.03615145830213976
Y,monetary_policy_shock,33,30,-0.08998863643001014
Y,monetary_policy_shock,33,31,-0.212234082762835
Y,monetary_policy_shock,33,32,-0.47916013313517014
Y,monetary_policy_shock,33,33,-0.9600054815327228
Y,monetary_policy_shock,33,34,-0.5481411344445228
Y,monetary_policy_shock,33,35,-0.24577395832914317
Y,monetary_policy_shock,33,36,-0.04068016825105305
Y,monetary_policy_shock,33,37,0.08612076368117637
Y,monetary_policy_shock,33,38,0.1544581060290035
Y,monetary_policy_shock,33,39,0.18201165101550484
Y,monetary_policy_shock,33,40,0.18311928829958263
Y,monetary_policy_shock,33,41,0.1686118519459437
Y,monetary_policy_shock,33,42,0.1461748194463828
Y,monetary_policy_shock,33,43,0.12092519748690299
Y,monetary_policy_shock,33,44,0.09602266171486505
Y,monetary_policy_shock,33,45,0.07322117471443654
Y,monetary_policy_shock,33,46,0.05332212540794904
Y,monetary_policy_shock,33,47,0.03652198678377846
Y,monetary_policy_shock,33,48,0.02266418710427296
Y,monetary_policy_shock,33,49,0.011412053745804783
Y,monetary_policy_shock,33,50,0.0023613977734165065
Y,monetary_policy_shock,33,51,-0.004889612318741909
Y,monetary_policy_shock,33,52,-0.010697179383882044
Y,monetary_policy_shock,33,53,-0.015339607840816909
Y,monetary_policy_shock,33,54,-0.018978056703946884
Y,monetary_policy_shock,33,55,-0.021584220070376352
Y,monetary_policy_shock,33,56,-0.022789780114846413
Y,monetary_policy_shock,33,57,-0.02157246722196826
Y,monetary_policy_shock,33,58,-0.015613160603686897
Y,monetary_policy_shock,33,59,-0.0
Y,monetary_policy_shock,34,0,0.06962274970805604
Y,monetary_policy_shock,34,1,0.07349419301382042
Y,monetary_policy_shock,34,2,0.07584597546532428
Y,monetary_policy_shock,34,3,0.07549543214765701
Y,monetary_policy_shock,34,4,0.07245823611996512
Y,monetary_policy_shock,34,5,0.06729508990749644
Y,monetary_policy_shock,34,6,0.06073063575730495
Y,monetary_policy_shock,34,7,0.05345143917561412
Y,monetary_policy_shock,34,8,0.04601585223897628
Y,monetary_policy_shock,34,9,0.038829264770102435
Y,monetary_policy_shock,34,10,0.032153996581827264
Y,monetary_policy_shock,34,11,0.02613455266153267
Y,monetary_policy_shock,34,12,0.020826953411579613
Y,monetary_policy_shock,34,13,0.016226162898376185
Y,monetary_policy_shock,34,14,0.012288985039559915
Y,monetary_policy_shock,34,15,0.008951771857858884
Y,monetary_policy_shock,34,16,0.006143347221577344
Y,monetary_policy_shock,34,17,0.0037940284359100885
Y,monetary_policy_shock,34,18,0.0018417547333170032
Y,monetary_policy_shock,34,19,0.0002362415772000696
Y,monetary_policy_shock,34,20,-0.0010581817252132365
Y,monetary_policy_shock,34,21,-0.0020608916900538617
Y,monetary_policy_shock,34,22,-0.0027752653063397494
Y,monetary_policy_shock,34,23,-0.0031937958892722155
Y,monetary_policy_shock,34,24,-0.0033151806872617796
Y,monetary_policy_shock,34,25,-0.003189639833459529
Y,monetary_policy_shock,34,26,-0.0030277702255691497
Y,monetary_policy_shock,34,27,-0.0034475058212886686
Y,monetary_policy_shock,34,28,-0.006013712890818492
Y,monetary_policy_shock,34,29,-0.01438603526437045
Y,monetary_policy_shock,34,30,-0.036712196602663755
Y,monetary_policy_shock,34,31,-0.09054124305055994
Y,monetary_policy_shock,34,32,-0.21278588440131102
Y,monetary_policy_shock,34,33,-0.4797175427369665
Y,monetary_policy_shock,34,34,-0.9605741771730658
Y,monetary_policy_shock,34,35,-0.5487262062969491
Y,monetary_policy_shock,34,36,-0.2463800312344848
Y,monetary_policy_shock,34,37,-0.04131150605458759
Y,monetary_policy_shock,34,38,0.08546016678440051
Y,monetary_policy_shock,34,39,0.15376444242804935
Y,monetary_policy_shock,34,40,0.1812812202898645
Y,monetary_policy_shock,34,41,0.1823484166166427
Y,monetary_policy_shock,34,42,0.16779680478957984
Y,monetary_policy_shock,34,43,0.1453117015828124
Y,monetary_policy_shock,34,44,0.12000983405092581
Y,monetary_policy_shock,34,45,0.0950504565649835
Y,monetary_policy_shock,34,46,0.07218695061076974
Y,monetary_policy_shock,34,47,0.05221997380090885
Y,monetary_policy_shock,34,48,0.03534521178909623
Y,monetary_policy_shock,34,49,0.021405558297251187
Y,monetary_policy_shock,34,50,0.010064868169505622
Y,monetary_policy_shock,34,51,0.0009224619055073471
Y,monetary_policy_shock,34,52,-0.0064126932666684925
Y,monetary_policy_shock,34,53,-0.012269389889282601
Y,monetary_policy_shock,34,54,-0.016862234222880794
Y,monetary_policy_shock,34,55,-0.02021163333908123
Y,monetary_policy_shock,34,56,-0.02198821906615577
Y,monetary_policy_shock,34,57,-0.02119420227571058
Y,monetary_policy_shock,34,58,-0.015513195060541593
Y,monetary_policy_shock,34,59,-0.0
Y,monetary_policy_shock,35,0,0.06917330476920344
Y,monetary_policy_shock,35,1,0.07305692731871322
Y,monetary_policy_shock,35,2,0.07542798511607851
Y,monetary_policy_shock,35,3,0.0751038050603102
Y,monetary_policy_shock,35,4,0.07209808993236828
Y,monetary_policy_shock,35,5,0.06696904431258278
Y,monetary_policy_shock,35,6,0.06043902524444072
Y,monetary_policy_shock,35,7,0.053192839586107515
Y,monetary_policy_shock,35,8,0.04578767481376155
Y,monetary_policy_shock,35,9,0.03862828782518242
Y,monetary_policy_shock,35,10,0.031976775091637634
Y,monetary_policy_shock,35,11,0.02597768420620068
Y,monetary_policy_shock,35,12,0.020687195560640644
Y,monetary_policy_shock,35,13,0.016100399571451544
Y,monetary_policy_shock,35,14,0.01217403262769903
Y,monetary_policy_shock,35,15,0.008844003133240394
Y,monetary_policy_shock,35,16,0.006038095057069852
Y,monetary_policy_shock,35,17,0.003684716344540503
Y,monetary_policy_shock,35,18,0.001718696730435206
Y,monetary_policy_shock,35,19,8.508323087582009e-05
Y,monetary_policy_shock,35,20,-0.001258290843665839
Y,monetary_policy_shock,35,21,-0.0023389715506644403
Y,monetary_policy_shock,35,22,-0.0031687813397314303
Y,monetary_policy_shock,35,23,-0.00374439695506133
Y,monetary_policy_shock,35,24,-0.004052557728893024
Y,monetary_policy_shock,35,25,-0.00408713101491976
Y,monetary_policy_shock,35,26,-0.003894347538724889
Y,monetary_policy_shock,35,27,-0.003681545295416497
Y,monetary_policy_shock,35,28,-0.004064015058604245
Y,monetary_policy_shock,35,29,-0.006604488148007076
Y,monetary_policy_shock,35,30,-0.014960887293795673
Y,monetary_policy_shock,35,31,-0.037279549485155244
Y,monetary_policy_shock,35,32,-0.09110840376814444
Y,monetary_policy_shock,35,33,-0.21335926058238217
Y,monetary_policy_shock,35,34,-0.48030281965989835
Y,monetary_policy_shock,35,35,-0.9611764631764252
Y,monetary_policy_shock,35,36,-0.5493501540598132
Y,monetary_policy_shock,35,37,-0.2470299410536742
Y,monetary_policy_shock,35,38,-0.041991416325470154
Y,monetary_policy_shock,35,39,0.08474639719783715
Y,monetary_policy_shock,35,40,0.1530130553497073
Y,monetary_policy_shock,35,41,0.18048847805068305
Y,monetary_policy_shock,35,42,0.18151051508949956
Y,monetary_policy_shock,35,43,0.16690977355096287
Y,monetary_policy_shock,35,44,0.14437128507777755
Y,monetary_policy_shock,35,45,0.11901134988099882
Y,monetary_policy_shock,35,46,0.09398863538138813
Y,monetary_policy_shock,35,47,0.07105578524583248
Y,monetary_policy_shock,35,48,0.05101266189035632
Y,monetary_policy_shock,35,49,0.034054405855215075
Y,monetary_policy_shock,35,50,0.02002442233687738
Y,monetary_policy_shock,35,51,0.008590048749297466
Y,monetary_policy_shock,35,52,-0.000638644401160597
Y,monetary_policy_shock,35,53,-0.0080253722820346
Y,monetary_policy_shock,35,54,-0.013835410284019441
Y,monetary_policy_shock,35,55,-0.018142970382481464
Y,monetary_policy_shock,35,56,-0.020668106809851452
Y,monetary_policy_shock,35,57,-0.020453386470058184
Y,monetary_policy_shock,35,58,-0.015209681761427134
Y,monetary_policy_shock,35,59,-0.0
Y,monetary_policy_shock,36,0,0.0688173313278507
Y,monetary_policy_shock,36,1,0.07271541400210847
Y,monetary_policy_shock,36,2,0.07510592966554885
Y,monetary_policy_shock,36,3,0.07480539643593935
Y,monetary_policy_shock,36,4,0.0718257881574503
Y,monetary_policy_shock,36,5,0.06672348584076528
Y,monetary_policy_shock,36,6,0.06021932507117046
Y,monetary_policy_shock,36,7,0.05299703493395472
Y,monetary_policy_shock,36,8,0.04561316950742629
Y,monetary_policy_shock,36,9,0.03847222821888233
Y,monetary_policy_shock,36,10,0.03183633004616009
Y,monetary_policy_shock,36,11,0.025850222699254466
Y,monetary_policy_shock,36,12,0.02057036326024201
Y,monetary_policy_shock,36,13,0.015992094719596534
Y,monetary_policy_shock,36,14,0.012072274874600978
Y,monetary_policy_shock,36,15,0.00874667827579017
Y,monetary_policy_shock,36,16,0.005942544993932431
Y,monetary_policy_shock,36,17,0.0035871282641229043
Y,monetary_policy_shock,36,18,0.001613231931043619
Y,monetary_policy_shock,36,19,-3.7316984604431576e-05
Y,monetary_policy_shock,36,20,-0.0014114539672957784
Y,monetary_policy_shock,36,21,-0.002543309602713947
Y,monetary_policy_shock,36,22,-0.003452952472817181
Y,monetary_policy_shock,36,23,-0.004145570191654878
Y,monetary_policy_shock,36,24,-0.004612140939780474
Y,monetary_policy_shock,36,25,-0.004834620920731299
Y,monetary_policy_shock,36,26,-0.004802927503882776
Y,monetary_policy_shock,36,27,-0.004560065787197237
Y,monetary_policy_shock,36,28,-0.0043107587493748135
Y,monetary_policy_shock,36,29,-0.004668186155180282
Y,monetary_policy_shock,36,30,-0.007193378672799179
Y,monetary_policy_shock,36,31,-0.015542889919656437
Y,monetary_policy_shock,36,32,-0.03786195494984733
Y,monetary_policy_shock,36,33,-0.09169761663046863
Y,monetary_policy_shock,36,34,-0.2139609745701526
Y,monetary_policy_shock,36,35,-0.4809221616993567
Y,monetary_policy_shock,36,36,-0.9618181135172136
Y,monetary_policy_shock,36,37,-0.5500184485796713
Y,monetary_policy_shock,36,38,-0.24772896090989524
Y,monetary_policy_shock,36,39,-0.042725069600084466
Y,monetary_policy_shock,36,40,0.08397429731599977
Y,monetary_policy_shock,36,41,0.15219871102692392
Y,monetary_policy_shock,36,42,0.17962802051617835
Y,monetary_policy_shock,36,43,0.1805999055491758
Y,monetary_policy_shock,36,44,0.1659446852187456
Y,monetary_policy_shock,36,45,0.14334696242605588
Y,monetary_policy_shock,36,46,0.11792244942890541
Y,monetary_policy_shock,36,47,0.09282907513076782
Y,monetary_policy_shock,36,48,0.06981868566519557
Y,monetary_policy_shock,36,49,0.04969058922772595
Y,monetary_policy_shock,36,50,0.032640409677261985
Y,monetary_policy_shock,36,51,0.018514959806274742
Y,monetary_policy_shock,36,52,0.006992144688108849
Y,monetary_policy_shock,36,53,-0.002291065986442596
Y,monetary_policy_shock,36,54,-0.00963579302170638
Y,monetary_policy_shock,36,55,-0.015168895600482265
Y,monetary_policy_shock,36,56,-0.01866838377672029
Y,monetary_policy_shock,36,57,-0.019234814956969916
Y,monetary_policy_shock,36,58,-0.014636872165269939
Y,monetary_policy_shock,36,59,-0.0
Y,monetary_policy_shock,37,0,0.06855442153322268
Y,monetary_policy_shock,37,1,0.07246960047524008
Y,monetary_policy_shock,37,2,0.07488013506189642
Y,monetary_policy_shock,37,3,0.07460086783421513
Y,monetary_policy_shock,37,4,0.07164226384676901
Y,monetary_policy_shock,37,5,0.06655955757241264
Y,monetary_policy_shock,37,6,0.06007283965780949
Y,monetary_policy_shock,37,7,0.052865456559462565
Y,monetary_policy_shock,37,8,0.045493870460926816
Y,monetary_policy_shock,37,9,0.03836270147772448
Y,monetary_policy_shock,37,10,0.031734328984272905
Y,monetary_policy_shock,37,11,0.025753836494749598
Y,monetary_policy_shock,37,12,0.02047803460209113
Y,monetary_policy_shock,37,13,0.015902581380004083
Y,monetary_policy_shock,37,14,0.011984549536422539
Y,monetary_policy_shock,37,15,0.008659752077185114
Y,monetary_policy_shock,37,16,0.00585518955903088
Y,monetary_policy_shock,37,17,0.0034974584165493668
Y,monetary_policy_shock,37,18,0.0015180974497667546
Y,monetary_policy_shock,37,19,-0.000143194366237857
Y,monetary_policy_shock,37,20,-0.001536663802287884
Y,monetary_policy_shock,37,21,-0.002701289890537236
Y,monetary_policy_shock,37,22,-0.0036637941295312644
Y,monetary_policy_shock,37,23,-0.00443766838500469
Y,monetary_policy_shock,37,24,-0.005022450815337511
Y,monetary_policy_shock,37,25,-0.005404377871578534
Y,monetary_policy_shock,37,26,-0.005561490687992859
Y,monetary_policy_shock,37,27,-0.00548051052468853
Y,monetary_policy_shock,37,28,-0.005201852516077715
Y,monetary_policy_shock,37,29,-0.004928149998634983
Y,monetary_policy_shock,37,30,-0.005270900408733074
Y,monetary_policy_shock,37,31,-0.007789781107638057
Y,monetary_policy_shock,37,32,-0.016140257495687493
Y,monetary_policy_shock,37,33,-0.03846669042836924
Y,monetary_policy_shock,37,34,-0.09231542246919966
Y,monetary_policy_shock,37,35,-0.21459699572915095
Y,monetary_policy_shock,37,36,-0.48158110472230886
Y,monetary_policy_shock,37,37,-0.9625043479247077
Y,monetary_policy_shock,37,38,-0.5507360956919928
Y,monetary_policy_shock,37,39,-0.24848197468989536
Y,monetary_policy_shock,37,40,-0.043517313992171174
Y,monetary_policy_shock,37,41,0.08313896981387804
Y,monetary_policy_shock,37,42,0.1513163742585226
Y,monetary_policy_shock,37,43,0.17869457709901543
Y,monetary_policy_shock,37,44,0.17961097084742675
Y,monetary_policy_shock,37,45,0.16489544895923916
Y,monetary_policy_shock,37,46,0.14223203199434425
Y,monetary_policy_shock,37,47,0.11673570095050265
Y,monetary_policy_shock,37,48,0.0915635925296938
Y,monetary_policy_shock,37,49,0.06846699195116734
Y,monetary_policy_shock,37,50,0.04824564708586414
Y,monetary_policy_shock,37,51,0.031098451475565517
Y,monetary_policy_shock,37,52,0.016882427118230472
Y,monetary_policy_shock,37,53,0.005301529137252461
Y,monetary_policy_shock,37,54,-0.003946583948402245
Y,monetary_policy_shock,37,55,-0.011028744166275183
