output,input,response_period,shock_period,value
i,monetary_policy_shock,0,30,-0.005131340879748428
i,monetary_policy_shock,0,31,-0.004226262291309001
i,monetary_policy_shock,0,32,-0.003459368031152428
i,monetary_policy_shock,0,33,-0.0028085480310634653
i,monetary_policy_shock,0,34,-0.002255229787074005
i,monetary_policy_shock,0,35,-0.0017837784388945919
i,monetary_policy_shock,0,36,-0.0013810107016448206
i,monetary_policy_shock,0,37,-0.0010357972257569277
i,monetary_policy_shock,0,38,-0.0007387341836657137
i,monetary_policy_shock,0,39,-0.0004818696617911733
i,monetary_policy_shock,0,40,-0.0002584739480410523
i,monetary_policy_shock,0,41,-6.284536935729276e-05
i,monetary_policy_shock,0,42,0.00010985485529619666
i,monetary_policy_shock,0,43,0.0002637439693425089
i,monetary_policy_shock,0,44,0.0004023395255915133
i,monetary_policy_shock,0,45,0.0005286651227863893
i,monetary_policy_shock,0,46,0.0006453424112496521
i,monetary_policy_shock,0,47,0.0007546698343519624
i,monetary_policy_shock,0,48,0.000858684725550494
i,monetary_policy_shock,0,49,0.0009591969378446603
i,monetary_policy_shock,0,50,0.0010577641350442623
i,monetary_policy_shock,0,51,0.001155540615502086
i,monetary_policy_shock,0,52,0.0012528518499003724
i,monetary_policy_shock,0,53,0.0013481832140086669
i,monetary_policy_shock,0,54,0.0014359390608819113
i,monetary_policy_shock,0,55,0.0015016603688583763
i,monetary_policy_shock,0,56,0.0015120580845431972
i,monetary_policy_shock,0,57,0.001394585587345164
i,monetary_policy_shock,0,58,0.0009960955788561347
i,monetary_policy_shock,0,59,0.0
i,monetary_policy_shock,1,0,0.3350333131999884
i,monetary_policy_shock,1,1,0.51373657571906
i,monetary_policy_shock,1,2,-0.5483348803102719
i,monetary_policy_shock,1,3,-0.5791871994334317
i,monetary_policy_shock,1,4,-0.5800835588689598
i,monetary_policy_shock,1,5,-0.5570475900152958
i,monetary_policy_shock,1,6,-0.5174327103248253
i,monetary_policy_shock,1,7,-0.46811400180328017
i,monetary_policy_shock,1,8,-0.41469266948966405
i,monetary_policy_shock,1,9,-0.3612911632932622
i,monetary_policy_shock,1,10,-0.31065960022061656
i,monetary_policy_shock,1,11,-0.26441850946580886
i,monetary_policy_shock,1,12,-0.22333560080054862
i,monetary_policy_shock,1,13,-0.1875824698404752
i,monetary_policy_shock,1,14,-0.15694745777921268
i,monetary_policy_shock,1,15,-0.13099867797145046
i,monetary_policy_shock,1,16,-0.10920068389145882
i,monetary_policy_shock,1,17,-0.09099245354461695
i,monetary_policy_shock,1,18,-0.07583545988463677
i,monetary_policy_shock,1,19,-0.06324002791772883
i,monetary_policy_shock,1,20,-0.052776862412223555
i,monetary_policy_shock,1,21,-0.0440791089533451
i,monetary_policy_shock,1,22,-0.03683887884354208
i,monetary_policy_shock,1,23,-0.03080095888727112
i,monetary_policy_shock,1,24,-0.025755478982152812
i,monetary_policy_shock,1,25,-0.02153061039913202
i,monetary_policy_shock,1,26,-0.01798587838702809
i,monetary_policy_shock,1,27,-0.015006349679260378
i,monetary_policy_shock,1,28,-0.01249775588335603
i,monetary_policy_shock,1,29,-0.010382501054376086
i,monetary_policy_shock,1,30,-0.00859644701353497
i,monetary_policy_shock,1,31,-0.00708635154128367
i,monetary_policy_shock,1,32,-0.005807837105163595
i,monetary_policy_shock,1,33,-0.0047237809928317165
i,monetary_policy_shock,1,34,-0.0038030351064827763
i,monetary_policy_shock,1,35,-0.0030194013624824404
i,monetary_policy_shock,1,36,-0.0023508046761747748
i,monetary_policy_shock,1,37,-0.001778619014458335
i,monetary_policy_shock,1,38,-0.0012871128217467505
i,monetary_policy_shock,1,39,-0.0008629884585336567
i,monetary_policy_shock,1,40,-0.0004949965487964095
i,monetary_policy_shock,1,41,-0.00017361068083295277
i,monetary_policy_shock,1,42,0.00010924882061033592
i,monetary_policy_shock,1,43,0.00036045100496723617
i,monetary_policy_shock,1,44,0.000585857523379152
i,monetary_policy_shock,1,45,0.000790498730684059
i,monetary_policy_shock,1,46,0.0009787266589214028
i,monetary_policy_shock,1,47,0.0011543458874407886
i,monetary_policy_shock,1,48,0.0013207172239277877
i,monetary_policy_shock,1,49,0.0014808160067267782
i,monetary_policy_shock,1,50,0.0016371986716140667
i,monetary_policy_shock,1,51,0.0017917716926517564
i,monetary_policy_shock,1,52,0.0019451329657371973
i,monetary_policy_shock,1,53,0.002095000918387194
i,monetary_policy_shock,1,54,0.0022327294150104107
i,monetary_policy_shock,1,55,0.0023358670397332394
i,monetary_policy_shock,1,56,0.002352647772696878
i,monetary_policy_shock,1,57,0.0021702012897106323
i,monetary_policy_shock,1,58,0.00155021250419654
i,monetary_policy_shock,1,59,0.0
i,monetary_policy_shock,2,0,0.13335640398065934
i,monetary_policy_shock,2,1,0.21209695181979854
i,monetary_policy_shock,2,2,0.385888099025158
i,monetary_policy_shock,2,3,-0.6718426842223304
i,monetary_policy_shock,2,4,-0.6929164802289098
i,monetary_policy_shock,2,5,-0.6813649234454004
i,monetary_policy_shock,2,6,-0.6450913381082752
i,monetary_policy_shock,2,7,-0.5926310021512022
i,monetary_policy_shock,2,8,-0.531526897985482
i,monetary_policy_shock,2,9,-0.46769163172416073
i,monetary_policy_shock,2,10,-0.40532721479639683
i,monetary_policy_shock,2,11,-0.3471242242301888
i,monetary_policy_shock,2,12,-0.2945697495280035
i,monetary_policy_shock,2,13,-0.24826741228141758
i,monetary_policy_shock,2,14,-0.2082208667877795
i,monetary_policy_shock,2,15,-0.17406177395486705
i,monetary_policy_shock,2,16,-0.1452200915818057
i,monetary_policy_shock,2,17,-0.1210430462173157
i,monetary_policy_shock,2,18,-0.10087252901552347
i,monetary_policy_shock,2,19,-0.08409108769899977
i,monetary_policy_shock,2,20,-0.07014561320587692
i,monetary_policy_shock,2,21,-0.0585561396367981
i,monetary_policy_shock,2,22,-0.04891540670168642
i,monetary_policy_shock,2,23,-0.0408832411646541
i,monetary_policy_shock,2,24,-0.03417850737190738
i,monetary_policy_shock,2,25,-0.028570375574774463
i,monetary_policy_shock,2,26,-0.023869931912239226
i,monetary_policy_shock,2,27,-0.019922657252600527
i,monetary_policy_shock,2,28,-0.016601981330904472
i,monetary_policy_shock,2,29,-0.013803926018630962
i,monetary_policy_shock,2,30,-0.011442747472566645
i,monetary_policy_shock,2,31,-0.009447440619256191
i,monetary_policy_shock,2,32,-0.007758958396853768
i,monetary_policy_shock,2,33,-0.006328006795533846
i,monetary_policy_shock,2,34,-0.005113294643170669
i,monetary_policy_shock,2,35,-0.00408013798947396
i,monetary_policy_shock,2,36,-0.0031993391450474635
i,monetary_policy_shock,2,37,-0.002446278232891938
i,monetary_policy_shock,2,38,-0.001800169783489478
i,monetary_policy_shock,2,39,-0.0012434485120171096
i,monetary_policy_shock,2,40,-0.0007612572355464526
i,monetary_policy_shock,2,41,-0.00034101644944820736
i,monetary_policy_shock,2,42,2.7940183392582106e-05
i,monetary_policy_shock,2,43,0.0003546767609229626
i,monetary_policy_shock,2,44,0.0006469223258030263
i,monetary_policy_shock,2,45,0.0009113020371207519
i,monetary_policy_shock,2,46,0.001153537742071966
i,monetary_policy_shock,2,47,0.0013786195346549082
i,monetary_policy_shock,2,48,0.001590942333016496
i,monetary_policy_shock,2,49,0.0017943852747300763
i,monetary_policy_shock,2,50,0.0019922770698344063
i,monetary_policy_shock,2,51,0.0021871170953651972
i,monetary_policy_shock,2,52,0.0023797693265542545
i,monetary_policy_shock,2,53,0.0025675325318041745
i,monetary_policy_shock,2,54,0.0027398534414058966
i,monetary_policy_shock,2,55,0.002869169954285768
i,monetary_policy_shock,2,56,0.0028918212722804596
i,monetary_policy_shock,2,57,0.002668916141487508
i,monetary_policy_shock,2,58,0.0019071299115608247
i,monetary_policy_shock,2,59,0.0
i,monetary_policy_shock,3,0,0.028455976827721788
i,monetary_policy_shock,3,1,0.06036621120474049
i,monetary_policy_shock,3,2,0.138325438010287
i,monetary_policy_shock,3,3,0.31733209417560826
i,monetary_policy_shock,3,4,-0.7323401267583213
i,monetary_policy_shock,3,5,-0.7444942818673613
i,monetary_policy_shock,3,6,-0.7243127860786134
i,monetary_policy_shock,3,7,-0.6802889258015486
i,monetary_policy_shock,3,8,-0.6211902859580991
i,monetary_policy_shock,3,9,-0.5545797226454117
i,monetary_policy_shock,3,10,-0.4862760628741316
i,monetary_policy_shock,3,11,-0.42033753131038437
i,monetary_policy_shock,3,12,-0.3592992898635883
i,monetary_policy_shock,3,13,-0.3045024677618383
i,monetary_policy_shock,3,14,-0.2564240320205338
i,monetary_policy_shock,3,15,-0.2149632900249203
i,monetary_policy_shock,3,16,-0.17966903416714336
i,monetary_policy_shock,3,17,-0.14990714441437647
i,monetary_policy_shock,3,18,-0.12497622759618937
i,monetary_policy_shock,3,19,-0.1041817239986193
i,monetary_policy_shock,3,20,-0.08687899598619502
i,monetary_policy_shock,3,21,-0.07249462565828448
i,monetary_policy_shock,3,22,-0.06053334579038323
i,monetary_policy_shock,3,23,-0.05057619654518503
i,monetary_policy_shock,3,24,-0.04227388309353169
i,monetary_policy_shock,3,25,-0.035338000066254274
i,monetary_policy_shock,3,26,-0.029531795834641005
i,monetary_policy_shock,3,27,-0.02466143785995753
i,monetary_policy_shock,3,28,-0.020568257531606987
i,monetary_policy_shock,3,29,-0.01712214473332815
i,monetary_policy_shock,3,30,-0.014216080226332247
i,monetary_policy_shock,3,31,-0.011761698006665808
i,monetary_policy_shock,3,32,-0.009685729527202485
i,monetary_policy_shock,3,33,-0.007927174926564005
i,monetary_policy_shock,3,34,-0.006435057900762476
i,monetary_policy_shock,3,35,-0.005166640629601444
i,monetary_policy_shock,3,36,-0.004085997207426568
i,monetary_policy_shock,3,37,-0.0031628648849341724
i,monetary_policy_shock,3,38,-0.0023717105482738126
i,monetary_policy_shock,3,39,-0.0016909646776627745
i,monetary_policy_shock,3,40,-0.001102386653019415
i,monetary_policy_shock,3,41,-0.0005905340598267254
i,monetary_policy_shock,3,42,-0.00014231515826624783
i,monetary_policy_shock,3,43,0.0002533916118915326
i,monetary_policy_shock,3,44,0.0006060637421763816
i,monetary_policy_shock,3,45,0.0009238162149648212
i,monetary_policy_shock,3,46,0.0012136453806761115
i,monetary_policy_shock,3,47,0.001481637530953199
i,monetary_policy_shock,3,48,0.0017331358341892335
i,monetary_policy_shock,3,49,0.001972840962751762
i,monetary_policy_shock,3,50,0.0022047815604453805
i,monetary_policy_shock,3,51,0.0024320080215138266
i,monetary_policy_shock,3,52,0.002655690871990182
i,monetary_policy_shock,3,53,0.0028729514818172323
i,monetary_policy_shock,3,54,0.003072035103518068
i,monetary_policy_shock,3,55,0.003221993786907084
i,monetary_policy_shock,3,56,0.0032511721215504087
i,monetary_policy_shock,3,57,0.0030031011256457293
i,monetary_policy_shock,3,58,0.002147223012713865
i,monetary_policy_shock,3,59,0.0
i,monetary_policy_shock,4,0,-0.024683673252709166
i,monetary_policy_shock,4,1,-0.014059234091334173
i,monetary_policy_shock,4,2,0.018916935982882577
i,monetary_policy_shock,4,3,0.10179743409203347
i,monetary_policy_shock,4,4,0.28710333541724553
i,monetary_policy_shock,4,5,-0.7562889837969047
i,monetary_policy_shock,4,6,-0.7628769349944095
i,monetary_policy_shock,4,7,-0.7381052753184116
i,monetary_policy_shock,4,8,-0.6904837902802395
i,monetary_policy_shock,4,9,-0.628672576994448
i,monetary_policy_shock,4,10,-0.5600783408171579
i,monetary_policy_shock,4,11,-0.49035827824711753
i,monetary_policy_shock,4,12,-0.42342554906258795
i,monetary_policy_shock,4,13,-0.3616957272107235
i,monetary_policy_shock,4,14,-0.30641716108624534
i,monetary_policy_shock,4,15,-0.2579982613439814
i,monetary_policy_shock,4,16,-0.21628979886600394
i,monetary_policy_shock,4,17,-0.18080755395336345
i,monetary_policy_shock,4,18,-0.15089582686709963
i,monetary_policy_shock,4,19,-0.12583968294158943
i,monetary_policy_shock,4,20,-0.10493642342718093
i,monetary_policy_shock,4,21,-0.08753673412896003
i,monetary_policy_shock,4,22,-0.07306462279701066
i,monetary_policy_shock,4,23,-0.06102344119344943
i,monetary_policy_shock,4,24,-0.05099346559863536
i,monetary_policy_shock,4,25,-0.04262491146573832
i,monetary_policy_shock,4,26,-0.03562897044224892
i,monetary_policy_shock,4,27,-0.02976848534651505
i,monetary_policy_shock,4,28,-0.024849184019178162
i,monetary_policy_shock,4,29,-0.020711923562469065
i,monetary_policy_shock,4,30,-0.017226098240476512
i,monetary_policy_shock,4,31,-0.01428418917091747
i,monetary_policy_shock,4,32,-0.01179734267994569
i,monetary_policy_shock,4,33,-0.0096918268942967
i,monetary_policy_shock,4,34,-0.00790621112093037
i,monetary_policy_shock,4,35,-0.006389124979205832
i,monetary_policy_shock,4,36,-0.005097474414423879
i,monetary_policy_shock,4,37,-0.003995013848195954
i,monetary_policy_shock,4,38,-0.00305119448346065
i,monetary_policy_shock,4,39,-0.00224022674473347
i,monetary_policy_shock,4,40,-0.0015403094574403947
i,monetary_policy_shock,4,41,-0.0009329898143797984
i,monetary_policy_shock,4,42,-0.0004026268101953688
i,monetary_policy_shock,4,43,6.406276016193875e-05
i,monetary_policy_shock,4,44,0.0004783919130533429
i,monetary_policy_shock,4,45,0.0008500370858772269
i,monetary_policy_shock,4,46,0.0011873264244368874
i,monetary_policy_shock,4,47,0.0014974861942887094
i,monetary_policy_shock,4,48,0.0017868391325461652
i,monetary_policy_shock,4,49,0.0020609285222754174
i,monetary_policy_shock,4,50,0.0023244993456084957
i,monetary_policy_shock,4,51,0.002581178343267659
i,monetary_policy_shock,4,52,0.002832508605966037
i,monetary_policy_shock,4,53,0.003075611883898455
i,monetary_policy_shock,4,54,0.0032979755941958053
i,monetary_policy_shock,4,55,0.003466301502764826
i,monetary_policy_shock,4,56,0.003503244198542921
i,monetary_policy_shock,4,57,0.003239716330403493
i,monetary_policy_shock,4,58,0.002318343555396358
i,monetary_policy_shock,4,59,0.0
i,monetary_policy_shock,5,0,-0.05036520649022651
i,monetary_policy_shock,5,1,-0.048984790985608984
i,monetary_policy_shock,5,2,-0.036540775751792307
i,monetary_policy_shock,5,3,0.0007540043354579626
i,monetary_policy_shock,5,4,0.0885188901234405
i,monetary_policy_shock,5,5,0.2782799877051297
i,monetary_policy_shock,5,6,-0.7615028355747487
i,monetary_policy_shock,5,7,-0.7654115187495787
i,monetary_policy_shock,5,8,-0.7388045375696497
i,monetary_policy_shock,5,9,-0.6900343235192651
i,monetary_policy_shock,5,10,-0.627589958468566
i,monetary_policy_shock,5,11,-0.5587230856560145
i,monetary_policy_shock,5,12,-0.4889641409664628
i,monetary_policy_shock,5,13,-0.42213019625047177
i,monetary_policy_shock,5,14,-0.36056861002510954
i,monetary_policy_shock,5,15,-0.3054824132335934
i,monetary_policy_shock,5,16,-0.25725218821653284
i,monetary_policy_shock,5,17,-0.21571343135265802
i,monetary_policy_shock,5,18,-0.1803751270194861
i,monetary_policy_shock,5,19,-0.1505801253035332
i,monetary_policy_shock,5,20,-0.12561511898061406
i,monetary_policy_shock,5,21,-0.10478056401794142
i,monetary_policy_shock,5,22,-0.08743083288138744
i,monetary_policy_shock,5,23,-0.07299356122979703
i,monetary_policy_shock,5,24,-0.06097535839691176
i,monetary_policy_shock,5,25,-0.05095925783907111
i,monetary_policy_shock,5,26,-0.04259771168006941
i,monetary_policy_shock,5,27,-0.035603667835642096
i,monetary_policy_shock,5,28,-0.029741312636277783
i,monetary_policy_shock,5,29,-0.024817379787624487
i,monetary_policy_shock,5,30,-0.02067346590012244
i,monetary_policy_shock,5,31,-0.01717950041096025
i,monetary_policy_shock,5,32,-0.01422834619104136
i,monetary_policy_shock,5,33,-0.011731417951053306
i,monetary_policy_shock,5,34,-0.009615169288077815
i,monetary_policy_shock,5,35,-0.007818294579934656
i,monetary_policy_shock,5,36,-0.0062895043494680955
i,monetary_policy_shock,5,37,-0.004985752697970738
i,monetary_policy_shock,5,38,-0.003870817249323525
i,monetary_policy_shock,5,39,-0.0029141525224241106
i,monetary_policy_shock,5,40,-0.002089955333147809
i,monetary_policy_shock,5,41,-0.0013763952118092393
i,monetary_policy_shock,5,42,-0.0007549740755310678
i,monetary_policy_shock,5,43,-0.00020998790836322147
i,monetary_policy_shock,5,44,0.00027193037267459787
i,monetary_policy_shock,5,45,0.0007022026443584597
i,monetary_policy_shock,5,46,0.0010906429625664356
i,monetary_policy_shock,5,47,0.0014457456021181887
i,monetary_policy_shock,5,48,0.0017749181545009002
i,monetary_policy_shock,5,49,0.0020846326646762857
i,monetary_policy_shock,5,50,0.0023804226726599886
i,monetary_policy_shock,5,51,0.002666559213829186
i,monetary_policy_shock,5,52,0.0029450416429714875
i,monetary_policy_shock,5,53,0.0032131343858855955
i,monetary_policy_shock,5,54,0.003457859127707061
i,monetary_policy_shock,5,55,0.0036442008575569944
i,monetary_policy_shock,5,56,0.0036904957552616607
i,monetary_policy_shock,5,57,0.0034179584749221975
i,monetary_policy_shock,5,58,0.0024485058534105767
i,monetary_policy_shock,5,59,0.0
i,monetary_policy_shock,6,0,-0.06165506948355849
i,monetary_policy_shock,6,1,-0.06399233789470879
i,monetary_policy_shock,6,2,-0.06054778530109298
i,monetary_policy_shock,6,3,-0.04437492771553939
i,monetary_policy_shock,6,4,-0.0032242611355454767
i,monetary_policy_shock,6,5,0.08779281361176873
i,monetary_policy_shock,6,6,0.27995074590879865
i,monetary_policy_shock,6,7,-0.7582814650167736
i,monetary_policy_shock,6,8,-0.7613541282338915
i,monetary_policy_shock,6,9,-0.7344538759347999
i,monetary_policy_shock,6,10,-0.6857658833410992
i,monetary_policy_shock,6,11,-0.6236375281893957
i,monetary_policy_shock,6,12,-0.5552110413654426
i,monetary_policy_shock,6,13,-0.4859387127173625
i,monetary_policy_shock,6,14,-0.4195860669688855
i,monetary_policy_shock,6,15,-0.3584696749850636
i,monetary_policy_shock,6,16,-0.30377688235243827
i,monetary_policy_shock,6,17,-0.2558828528230015
i,monetary_policy_shock,6,18,-0.21462412630700015
i,monetary_policy_shock,6,19,-0.17951439103595843
i,monetary_policy_shock,6,20,-0.14990292120015133
i,monetary_policy_shock,6,21,-0.12508329645372024
i,monetary_policy_shock,6,22,-0.10436257211437214
i,monetary_policy_shock,6,23,-0.08710103772934852
i,monetary_policy_shock,6,24,-0.072731403759828
i,monetary_policy_shock,6,25,-0.06076449636953919
i,monetary_policy_shock,6,26,-0.05078677252773831
i,monetary_policy_shock,6,27,-0.04245341679342444
i,monetary_policy_shock,6,28,-0.0354795314595247
i,monetary_policy_shock,6,29,-0.029630987547015614
i,monetary_policy_shock,6,30,-0.024715829732907667
i,monetary_policy_shock,6,31,-0.020576672567007
i,monetary_policy_shock,6,32,-0.017084235782609786
i,monetary_policy_shock,6,33,-0.014131996485757161
i,monetary_policy_shock,6,34,-0.011631847443510441
i,monetary_policy_shock,6,35,-0.009510614522314262
i,monetary_policy_shock,6,36,-0.00770728150179999
i,monetary_policy_shock,6,37,-0.006170782592911274
i,monetary_policy_shock,6,38,-0.004858242604780998
i,monetary_policy_shock,6,39,-0.003733566213444268
i,monetary_policy_shock,6,40,-0.0027662979544607735
i,monetary_policy_shock,6,41,-0.0019306919904479233
i,monetary_policy_shock,6,42,-0.0012049448891174874
i,monetary_policy_shock,6,43,-0.0005705557767028534
i,monetary_policy_shock,6,44,-1.1786757518309973e-05
i,monetary_policy_shock,6,45,0.0004847967600707815
i,monetary_policy_shock,6,46,0.0009307201830825729
i,monetary_policy_shock,6,47,0.0013359354903163204
i,monetary_policy_shock,6,48,0.0017090941887404048
i,monetary_policy_shock,6,49,0.002057730222321457
i,monetary_policy_shock,6,50,0.0023882781822863273
i,monetary_policy_shock,6,51,0.0027057528092671885
i,monetary_policy_shock,6,52,0.0030127095209339684
i,monetary_policy_shock,6,53,0.0033066823261093045
i,monetary_policy_shock,6,54,0.003574436350030165
i,monetary_policy_shock,6,55,0.003779645566566594
i,monetary_policy_shock,6,56,0.003837165469967218
i,monetary_policy_shock,6,57,0.0035602622518313507
i,monetary_policy_shock,6,58,0.002553773999584466
i,monetary_policy_shock,6,59,0.0
i,monetary_policy_shock,7,0,-0.06554018819128235
i,monetary_policy_shock,7,1,-0.06915557830470911
i,monetary_policy_shock,7,2,-0.06941056632743303
i,monetary_policy_shock,7,3,-0.06271970674604663
i,monetary_policy_shock,7,4,-0.04340106161482996
i,monetary_policy_shock,7,5,0.0002324131735665265
i,monetary_policy_shock,7,6,0.09291293097171638
i,monetary_policy_shock,7,7,0.28597098423133466
i,monetary_policy_shock,7,8,-0.7519761011793046
i,monetary_policy_shock,7,9,-0.7552075831187681
i,monetary_policy_shock,7,10,-0.7287526268604745
i,monetary_policy_shock,7,11,-0.6806681325068656
i,monetary_policy_shock,7,12,-0.6192059871613546
i,monetary_policy_shock,7,13,-0.5514430269143737
i,monetary_policy_shock,7,14,-0.48279085511722347
i,monetary_policy_shock,7,15,-0.41699301865081084
i,monetary_policy_shock,7,16,-0.35635730319925657
i,monetary_policy_shock,7,17,-0.3020709035460847
i,monetary_policy_shock,7,18,-0.25451397666346703
i,monetary_policy_shock,7,19,-0.21353069522526708
i,monetary_policy_shock,7,20,-0.17864333494406623
i,monetary_policy_shock,7,21,-0.1492096602617537
i,monetary_policy_shock,7,22,-0.124531051342012
i,monetary_policy_shock,7,23,-0.10392139612958107
i,monetary_policy_shock,7,24,-0.0867467723679526
i,monetary_policy_shock,7,25,-0.07244467675194874
i,monetary_policy_shock,7,26,-0.060529824035532476
i,monetary_policy_shock,7,27,-0.05059179101914497
i,monetary_policy_shock,7,28,-0.042288244151719834
i,monetary_policy_shock,7,29,-0.03533625002780812
i,monetary_policy_shock,7,30,-0.02950323062339127
i,monetary_policy_shock,7,31,-0.024598454884340024
i,monetary_policy_shock,7,32,-0.02046550490361404
i,monetary_policy_shock,7,33,-0.01697586653088511
i,monetary_policy_shock,7,34,-0.014023624620926824
i,monetary_policy_shock,7,35,-0.011521154520341952
i,monetary_policy_shock,7,36,-0.00939566494585552
i,monetary_policy_shock,7,37,-0.007586442223234579
i,monetary_policy_shock,7,38,-0.006042657575924029
i,monetary_policy_shock,7,39,-0.004721618425572043
i,monetary_policy_shock,7,40,-0.003587365866777683
i,monetary_policy_shock,7,41,-0.0026095403943894036
i,monetary_policy_shock,7,42,-0.0017624551931390668
i,monetary_policy_shock,7,43,-0.001024330363326862
i,monetary_policy_shock,7,44,-0.00037665260494098435
i,monetary_policy_shock,7,45,0.00019636625337987948
i,monetary_policy_shock,7,46,0.000708250743167306
i,monetary_policy_shock,7,47,0.0011706535891843964
i,monetary_policy_shock,7,48,0.001593675309667062
i,monetary_policy_shock,7,49,0.0019860847651074574
i,monetary_policy_shock,7,50,0.0023553642084124422
i,monetary_policy_shock,7,51,0.0027073990108003616
i,monetary_policy_shock,7,52,0.0030454178950855004
i,monetary_policy_shock,7,53,0.0033673499194581263
i,monetary_policy_shock,7,54,0.0036598724067377665
i,monetary_policy_shock,7,55,0.0038856314585871826
i,monetary_policy_shock,7,56,0.0039565443283039806
i,monetary_policy_shock,7,57,0.0036790246216661313
i,monetary_policy_shock,7,58,0.0026430735519922637
i,monetary_policy_shock,7,59,0.0
i,monetary_policy_shock,8,0,-0.06572850343908808
i,monetary_policy_shock,8,1,-0.06960934361054408
i,monetary_policy_shock,8,2,-0.07121699110354773
i,monetary_policy_shock,8,3,-0.06859377061946263
i,monetary_policy_shock,8,4,-0.05923506085590312
i,monetary_policy_shock,8,5,-0.03791634213594782
i,monetary_policy_shock,8,6,0.006946437632937067
i,monetary_policy_shock,8,7,0.1001628633988674
i,monetary_policy_shock,8,8,0.2932145784870715
i,monetary_policy_shock,8,9,-0.7451167709316975
i,monetary_policy_shock,8,10,-0.7489636757086339
i,monetary_policy_shock,8,11,-0.7232384485555926
i,monetary_policy_shock,8,12,-0.6759129484346756
i,monetary_policy_shock,8,13,-0.6151824208491128
i,monetary_policy_shock,8,14,-0.5480899176356518
i,monetary_policy_shock,8,15,-0.48003026074723354
i,monetary_policy_shock,8,16,-0.41474197816494496
i,monetary_policy_shock,8,17,-0.3545353474410322
i,monetary_policy_shock,8,18,-0.30060436016425324
i,monetary_policy_shock,8,19,-0.253338009619074
i,monetary_policy_shock,8,20,-0.21258984704886172
i,monetary_policy_shock,8,21,-0.17789115650209958
i,monetary_policy_shock,8,22,-0.148607846907894
i,monetary_policy_shock,8,23,-0.12404836797683293
i,monetary_policy_shock,8,24,-0.10353256911695034
i,monetary_policy_shock,8,25,-0.08643145062482611
i,monetary_policy_shock,8,26,-0.0721865126282568
i,monetary_policy_shock,8,27,-0.06031569137520914
i,monetary_policy_shock,8,28,-0.05041113802719232
i,monetary_policy_shock,8,29,-0.04213256821564949
i,monetary_policy_shock,8,30,-0.03519867721468665
i,monetary_policy_shock,8,31,-0.02937818182604166
i,monetary_policy_shock,8,32,-0.02448138186109172
i,monetary_policy_shock,8,33,-0.020352681672367437
i,monetary_policy_shock,8,34,-0.016864224053722975
i,monetary_policy_shock,8,35,-0.013910619081621417
i,monetary_policy_shock,8,36,-0.011404661556835546
i,monetary_policy_shock,8,37,-0.00927389389294946
i,monetary_policy_shock,8,38,-0.007457865734254238
i,monetary_policy_shock,8,39,-0.005905952971581122
i,monetary_policy_shock,8,40,-0.004575617798833779
i,monetary_policy_shock,8,41,-0.0034310124089306573
i,monetary_policy_shock,8,42,-0.002441848653577423
i,monetary_policy_shock,8,43,-0.0015824731085048293
i,monetary_policy_shock,8,44,-0.0008311010774838951
i,monetary_policy_shock,8,45,-0.00016917456980200182
i,monetary_policy_shock,8,46,0.0004191808139354519
i,monetary_policy_shock,8,47,0.0009476147972201365
i,monetary_policy_shock,8,48,0.0014279274018989575
i,monetary_policy_shock,8,49,0.00187033435170794
i,monetary_policy_shock,8,50,0.002283545430414707
i,monetary_policy_shock,8,51,0.002674471086628924
i,monetary_policy_shock,8,52,0.0030471508785847867
i,monetary_policy_shock,8,53,0.003400042928976197
i,monetary_policy_shock,8,54,0.0037198917749454233
i,monetary_policy_shock,8,55,0.003968539660519962
i,monetary_policy_shock,8,56,0.0040553549917752355
i,monetary_policy_shock,8,57,0.003780647805275896
i,monetary_policy_shock,8,58,0.0027210811049607
i,monetary_policy_shock,8,59,0.0
i,monetary_policy_shock,9,0,-0.06416659714076833
i,monetary_policy_shock,9,1,-0.06793722056393452
i,monetary_policy_shock,9,2,-0.06991627034638735
i,monetary_policy_shock,9,3,-0.06891968941161873
i,monetary_policy_shock,9,4,-0.06394802813930558
i,monetary_policy_shock,9,5,-0.05288925988201312
i,monetary_policy_shock,9,6,-0.030593135261283988
i,monetary_policy_shock,9,7,0.014609395005995195
i,monetary_policy_shock,9,8,0.10767552205776151
i,monetary_policy_shock,9,9,0.3002427186394796
i,monetary_policy_shock,9,10,-0.7387703927710727
i,monetary_policy_shock,9,11,-0.7433886059089312
i,monetary_policy_shock,9,12,-0.718446853833061
i,monetary_policy_shock,9,13,-0.6718662952860728
i,monetary_policy_shock,9,14,-0.6118127235475103
i,monetary_policy_shock,9,15,-0.5453153927859348
i,monetary_policy_shock,9,16,-0.4777660427331275
i,monetary_policy_shock,9,17,-0.41290686538196925
i,monetary_policy_shock,9,18,-0.35305557998168347
i,monetary_policy_shock,9,19,-0.2994153168407777
i,monetary_policy_shock,9,20,-0.25238454305561847
i,monetary_policy_shock,9,21,-0.21182579992290146
i,monetary_policy_shock,9,22,-0.17727844523993194
i,monetary_policy_shock,9,23,-0.14811537141028597
i,monetary_policy_shock,9,24,-0.12365090867657755
i,monetary_policy_shock,9,25,-0.1032097627674663
i,monetary_policy_shock,9,26,-0.08616688874986476
i,monetary_policy_shock,9,27,-0.07196697629288352
i,monetary_policy_shock,9,28,-0.06013051812292467
i,monetary_policy_shock,9,29,-0.05025170755644238
