scenario,scenario_label,period,channel,value
persistent_shock,Более персистентный монетарный шок,26,disposable_income,-0.0023475140182904353
persistent_shock,Более персистентный монетарный шок,27,labor_income,0.03557193399999307
persistent_shock,Более персистентный монетарный шок,27,financial_income,-0.10079773109597501
persistent_shock,Более персистентный монетарный шок,27,disposable_income,-0.0016240356272301517
persistent_shock,Более персистентный монетарный шок,28,labor_income,0.03485110442352781
persistent_shock,Более персистентный монетарный шок,28,financial_income,-0.09636845593175318
persistent_shock,Более персистентный монетарный шок,28,disposable_income,-0.000940130951566429
persistent_shock,Более персистентный монетарный шок,29,labor_income,0.03419913990663141
persistent_shock,Более персистентный монетарный шок,29,financial_income,-0.09224880652871689
persistent_shock,Более персистентный монетарный шок,29,disposable_income,-0.0002905977613705466
persistent_shock,Более персистентный монетарный шок,30,labor_income,0.03361247000578104
persistent_shock,Более персистентный монетарный шок,30,financial_income,-0.08841156744889482
persistent_shock,Более персистентный монетарный шок,30,disposable_income,0.00032939060714042305
persistent_shock,Более персистентный монетарный шок,31,labor_income,0.03308799126852718
persistent_shock,Более персистентный монетарный шок,31,financial_income,-0.08483114992319069
persistent_shock,Более персистентный монетарный шок,31,disposable_income,0.0009245567455495185
persistent_shock,Более персистентный монетарный шок,32,labor_income,0.03262307672546943
persistent_shock,Более персистентный монетарный шок,32,financial_income,-0.08148268183070294
persistent_shock,Более персистентный монетарный шок,32,disposable_income,0.001499774291909125
persistent_shock,Более персистентный монетарный шок,33,labor_income,0.03221560619005842
persistent_shock,Более персистентный монетарный шок,33,financial_income,-0.07834115339044975
persistent_shock,Более персистентный монетарный шок,33,disposable_income,0.00206032298578706
persistent_shock,Более персистентный монетарный шок,34,labor_income,0.031864019002039404
persistent_shock,Более персистентный монетарный шок,34,financial_income,-0.07538055813612608
persistent_shock,Более персистентный монетарный шок,34,disposable_income,0.002612161331879168
persistent_shock,Более персистентный монетарный шок,35,labor_income,0.03156738904429467
persistent_shock,Более персистентный монетарный шок,35,financial_income,-0.07257297229566667
persistent_shock,Более персистентный монетарный шок,35,disposable_income,0.003162232262227645
persistent_shock,Более персистентный монетарный шок,36,labor_income,0.031325518554468704
persistent_shock,Более персистентный монетарный шок,36,financial_income,-0.06988753252109799
persistent_shock,Более персистентный монетарный шок,36,disposable_income,0.0037188101927742626
persistent_shock,Более персистентный монетарный шок,37,labor_income,0.031139043129731203
persistent_shock,Более персистентный монетарный шок,37,financial_income,-0.06728930986007377
persistent_shock,Более персистентный монетарный шок,37,disposable_income,0.004291884520894606
persistent_shock,Более персистентный монетарный шок,38,labor_income,0.03100953290099648
persistent_shock,Более персистентный монетарный шок,38,financial_income,-0.06473814114379314
persistent_shock,Более персистентный монетарный шок,38,disposable_income,0.004893551952149997
persistent_shock,Более персистентный монетарный шок,39,labor_income,0.03093956339634313
persistent_shock,Более персистентный монетарный шок,39,financial_income,-0.06218758153927201
persistent_shock,Более персистентный монетарный шок,39,disposable_income,0.005538353735413452
persistent_shock,Более персистентный монетарный шок,40,labor_income,0.03093271300825573
persistent_shock,Более персистентный монетарный шок,40,financial_income,-0.05958429827878633
persistent_shock,Более персистентный монетарный шок,40,disposable_income,0.0062434391861826725
persistent_shock,Более персистентный монетарный шок,41,labor_income,0.030993419864090446
persistent_shock,Более персистентный монетарный шок,41,financial_income,-0.056868451953501764
persistent_shock,Более персистентный монетарный шок,41,disposable_income,0.00702835759588664
persistent_shock,Более персистентный монетарный шок,42,labor_income,0.031126600057144835
persistent_shock,Более персистентный монетарный шок,42,financial_income,-0.05397592831456113
persistent_shock,Более персистентный монетарный шок,42,disposable_income,0.007914171851176573
persistent_shock,Более персистентный монетарный шок,43,labor_income,0.031336890100488166
persistent_shock,Более персистентный монетарный шок,43,financial_income,-0.05084370032236947
persistent_shock,Более персистентный монетарный шок,43,disposable_income,0.008921444970779867
persistent_shock,Более персистентный монетарный шок,44,labor_income,0.0316273324055807
persistent_shock,Более персистентный монетарный шок,44,financial_income,-0.04742012058841592
persistent_shock,Более персистентный монетарный шок,44,disposable_income,0.010066476781242584
persistent_shock,Более персистентный монетарный шок,45,labor_income,0.03199727858497409
persistent_shock,Более персистентный монетарный шок,45,financial_income,-0.04368254282430584
persistent_shock,Более персистентный монетарный шок,45,disposable_income,0.011354972713271063
persistent_shock,Более персистентный монетарный шок,46,labor_income,0.032439253238969776
persistent_shock,Более персистентный монетарный шок,46,financial_income,-0.03966527981553827
persistent_shock,Более персистентный монетарный шок,46,disposable_income,0.012772137245155699
persistent_shock,Более персистентный монетарный шок,47,labor_income,0.0329345205520006
persistent_shock,Более персистентный монетарный шок,47,financial_income,-0.03550138114766904
persistent_shock,Более персистентный монетарный шок,47,disposable_income,0.014268054522028588
persistent_shock,Более персистентный монетарный шок,48,labor_income,0.0334471624238441
persistent_shock,Более персистентный монетарный шок,48,financial_income,-0.031481801747142914
persistent_shock,Более персистентный монетарный шок,48,disposable_income,0.015737243010821918
persistent_shock,Более персистентный монетарный шок,49,labor_income,0.03391666179710399
persistent_shock,Более персистентный монетарный шок,49,financial_income,-0.02813480180574427
persistent_shock,Более персистентный монетарный шок,49,disposable_income,0.016991604792155914
persistent_shock,Более персистентный монетарный шок,50,labor_income,0.034249370357310134
persistent_shock,Более персистентный монетарный шок,50,financial_income,-0.026326204586629806
persistent_shock,Более персистентный монетарный шок,50,disposable_income,0.017726874359542788
persistent_shock,Более персистентный монетарный шок,51,labor_income,0.03430993807168831
persistent_shock,Более персистентный монетарный шок,51,financial_income,-0.027376439102264505
persistent_shock,Более персистентный монетарный шок,51,disposable_income,0.01748446145149084
persistent_shock,Более персистентный монетарный шок,52,labor_income,0.033914950710589545
persistent_shock,Более персистентный монетарный шок,52,financial_income,-0.033181694493343496
persistent_shock,Более персистентный монетарный шок,52,disposable_income,0.015613778119615042
persistent_shock,Более персистентный монетарный шок,53,labor_income,0.032832852892590095
persistent_shock,Более персистентный монетарный шок,53,financial_income,-0.04631209105599272
persistent_shock,Более персистентный монетарный шок,53,disposable_income,0.011245405792917886
persistent_shock,Более персистентный монетарный шок,54,labor_income,0.03079694248743186
persistent_shock,Более персистентный монетарный шок,54,financial_income,-0.07003710836857632
persistent_shock,Более персистентный монетарный шок,54,disposable_income,0.003293609613588293
persistent_shock,Более персистентный монетарный шок,55,labor_income,0.02754197412733218
persistent_shock,Более персистентный монетарный шок,55,financial_income,-0.10819483096483201
persistent_shock,Более персистентный монетарный шок,55,disposable_income,-0.009481377627263619
persistent_shock,Более персистентный монетарный шок,56,labor_income,0.022879695630720256
persistent_shock,Более персистентный монетарный шок,56,financial_income,-0.16477426688248475
persistent_shock,Более персистентный монетарный шок,56,disposable_income,-0.02830449614064656
persistent_shock,Более персистентный монетарный шок,57,labor_income,0.016834044170926467
persistent_shock,Более персистентный монетарный шок,57,financial_income,-0.24301772059178858
persistent_shock,Более персистентный монетарный шок,57,disposable_income,-0.05404270354927634
persistent_shock,Более персистентный монетарный шок,58,labor_income,0.009861645178461217
persistent_shock,Более персистентный монетарный шок,58,financial_income,-0.34377486931637097
persistent_shock,Более персистентный монетарный шок,58,disposable_income,-0.08659567942500873
persistent_shock,Более персистентный монетарный шок,59,labor_income,0.003185826966777537
persistent_shock,Более персистентный монетарный шок,59,financial_income,-0.4627597880151877
persistent_shock,Более персистентный монетарный шок,59,disposable_income,-0.12390474651680596
